id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,391,,321,1.218
values_84,3495,,2372,1.473
values_65,26250,,15830,1.658
values_96,504,,432,1.167
values_28,390,,320,1.219
values_54,4886,,3230,1.513
values_15,22058,,13680,1.612
values_87,4406,,2903,1.518
values_59,28211,,12301,2.293
values_5,1436,,1013,1.418
values_92,921,,709,1.299
values_0,1126,,839,1.342
values_77,15723,,9895,1.589
values_17,17699,,11248,1.574
values_12,24229,,14683,1.650
values_33,3481,,2357,1.477
values_25,290,,254,1.142
values_19,19024,,11575,1.644
values_97,646,,516,1.252
values_81,1314,,1129,1.164
values_8,1444,,1033,1.398
values_73,15838,,9956,1.591
values_89,3957,,2835,1.396
values_82,34358,,10538,3.260
values_34,3732,,2383,1.566
values_70,38443,,21705,1.771
values_29,391,,321,1.218
values_51,4689,,2971,1.578
values_57,3631,,2508,1.448
values_88,2747,,1983,1.385
values_23,291,,251,1.159
values_45,15457,,9701,1.593
values_66,31279,,18108,1.727
values_36,3238,,2244,1.443
values_56,5577,,3710,1.503
values_26,291,,251,1.159
values_43,14839,,9605,1.545
values_52,3109,,2229,1.395
values_98,777,,609,1.276
values_61,35678,,20678,1.725
values_44,15239,,9637,1.581
values_68,31506,,19489,1.617
values_41,34463,,19837,1.737
values_85,3488,,2396,1.456
values_79,31285,,17758,1.762
values_71,34372,,19452,1.767
values_63,33360,,17289,1.930
values_20,290,,250,1.160
values_74,16814,,10534,1.596
values_72,25631,,14748,1.738
values_86,5667,,3643,1.556
values_75,27998,,16113,1.738
values_55,5930,,3764,1.575
values_14,21679,,15356,1.412
values_47,29844,,16069,1.857
values_91,921,,703,1.310
values_64,33279,,21453,1.551
values_11,36719,,20798,1.766
values_49,27010,,15245,1.772
values_62,36852,,20087,1.835
values_80,2525,,1844,1.369
values_39,3474,,2367,1.468
values_90,779,,615,1.267
values_53,3779,,2637,1.433
values_94,907,,683,1.328
values_7,943,,718,1.313
values_31,3727,,2514,1.482
values_93,1056,,770,1.371
values_38,4489,,2790,1.609
values_58,3097,,2246,1.379
values_78,24486,,16293,1.503
values_50,45340,,20258,2.238
values_3,1285,,938,1.370
values_13,28962,,16080,1.801
values_83,2027,,1547,1.310
values_1,1448,,1054,1.374
values_21,289,,257,1.125
values_32,3951,,2508,1.575
values_22,290,,254,1.142
values_9,1118,,846,1.322
values_6,1128,,837,1.348
values_76,28758,,17106,1.681
values_18,32155,,14347,2.241
values_16,20825,,12897,1.615
values_40,16129,,10059,1.603
values_2,813,,647,1.257
values_60,39061,,22008,1.775
values_99,788,,594,1.327
values_48,29072,,15929,1.825
values_69,27835,,18309,1.520
values_46,16013,,10060,1.592
values_24,391,,321,1.218
values_95,640,,528,1.212
values_42,13332,,8902,1.498
values_37,6367,,4010,1.588
values_10,18012,,11217,1.606
values_67,31333,,19031,1.646
values_35,2752,,1964,1.401
values_30,3188,,2246,1.419
values_4,1575,,1111,1.418
