,Area,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr
Area,1.0,0.2175640354178071,0.5816651505884408,0.1287884199459891,0.3138844583408522,0.29525980863340356,0.23854903970984329,-0.4704216051557457,0.21756403541367378,0.29525981075683144,0.23509736534054862,0.24022369102121305,0.16780898356532858,0.6643302548486965,0.5901281256524394,0.11232769893644078,0.5901281256524394,0.570358712681809,0.8186836805286772,0.6859033749192308,0.3819430556904182,0.3819430556904182,0.329470806988949,0.4066255051444833,0.556895236980528,0.22952247592478525,0.20326031747013176,-0.336739486600683,0.3874957829987014,0.14620805796507405,0.29693219347390276,0.2969321934739025,0.28492864013401914,0.1324974385054297,-0.018306376088206816
BugsDelivered,0.2175640354178071,1.0,0.5739393488905484,0.8765430739547264,0.4026187730529328,0.9551659299584916,0.9977016208673624,-0.5860590307281937,1.0000000000000004,0.9551659273849034,0.9953963234320053,0.9874043857567633,0.842938539790811,0.5514215013091294,0.6346544394469622,0.5814718833886565,0.6346544394469622,0.609844180036243,0.2089521741257998,0.4203248228438309,0.5204639984216111,0.5204639984216111,0.5145310461149585,0.23562646429882217,0.633655703438166,0.5218171562055303,0.5090344828940451,-0.12490950304078967,-0.16540395331002625,-0.1754431404717474,0.34237277483191253,0.3423727748319129,0.3848322569726485,0.008604160742657086,-0.03807992798516643
DifficultyLevel,0.5816651505884408,0.5739393488905484,1.0,0.3229088234999571,0.3740157696104269,0.7066786548610539,0.6071952191176091,-0.871281077806316,0.5739393488779191,0.7066786634081614,0.6082148680908566,0.5974731826230354,0.3494770850502266,0.7942288239958117,0.7525981902401222,0.2640460446292767,0.7525981902401222,0.7264160195741612,0.458645889294605,0.8573261286033604,0.40399703589258035,0.40399703589258035,0.36890517499392733,0.733244651491791,0.6838989721392129,0.3259123294043019,0.30590431595056466,-0.21878129933574253,-0.012790878581363864,-0.15749851655505231,0.41956053032360907,0.41956053032360935,0.4105425062380556,0.2259906317552052,-0.0444130824387709
DistinctOperands,0.1287884199459891,0.8765430739547264,0.3229088234999571,1.0,0.629114241946608,0.7315281953790287,0.8517345994805854,-0.402648704491686,0.8765430739597011,0.7315281844210375,0.8605110223347818,0.8276200058298017,0.990962486749471,0.4332456763480676,0.5158500906729256,0.7564498837382014,0.5158500906729256,0.4769537000526139,0.14061728551451277,0.27269632596335736,0.515381848303946,0.515381848303946,0.5373305714117473,0.11791920165666307,0.5442833925300371,0.5441688121584685,0.5211864482458358,-0.15004501307918286,-0.15517180242217893,-0.10890042159346665,0.3150066228613989,0.3150066228613981,0.36227423298374267,-0.08642708834525245,-0.03383478935371048
DistinctOperators,0.3138844583408522,0.4026187730529328,0.3740157696104269,0.629114241946608,1.0,0.35891125170302407,0.37526570322045116,-0.4404068563093872,0.4026187730496045,0.35891123851471024,0.4196449087338006,0.30686171575908,0.7276968099096336,0.45231428675921426,0.42544627669832785,0.727715170323394,0.42544627669832785,0.35495414327178987,0.33578007338005855,0.4108788804967539,0.3836493059024566,0.3836493059024566,0.42316589611917627,0.24822257002278414,0.4357822288090015,0.3794259269366432,0.3304407377591599,-0.2980498415530474,0.0722602228848067,0.10298332218431129,0.2805010714129807,0.28050107141298025,0.23225827683136083,0.14351217607175862,-0.020205222863686974
Effort,0.29525980863340356,0.9551659299584916,0.7066786548610539,0.7315281953790287,0.35891125170302407,1.0,0.9611106152638155,-0.6466115338860969,0.9551659299550804,0.9999999999999926,0.9598704280511332,0.9497925423699087,0.7074352519617891,0.5849898641790814,0.6471415445795765,0.4799145421677458,0.6471415445795765,0.610391608039833,0.28654441068417646,0.49770378234321516,0.4853881653611912,0.4853881653611912,0.4721591907303606,0.3349274432102463,0.6317720051597618,0.46553253333160116,0.4498783783130051,-0.15171313670832762,-0.08867475570044256,-0.12507558149912684,0.32412792951969527,0.3241279295196959,0.35612706468297883,0.07877835786611981,-0.035244271600261334
ProgramLength,0.23854903970984329,0.9977016208673624,0.6071952191176091,0.8517345994805854,0.37526570322045116,0.9611106152638155,1.0,-0.6095077303043572,0.9977016208667813,0.9611106132951949,0.9960697036839027,0.9919890648534516,0.8163273398523702,0.5709006040367276,0.6500060955800753,0.552402484325588,0.6500060955800753,0.6325163844869218,0.21406818694089014,0.45029257023851343,0.5113050884629331,0.5113050884629331,0.5010381719134557,0.26913056527237394,0.6420957112810581,0.5081952641129044,0.49778769134987216,-0.11688246947797222,-0.17687265000208754,-0.19893658852341947,0.355147578462683,0.3551475784626844,0.39711300303904146,0.015685588436306006,-0.03948452176495795
ProgramLevel,-0.4704216051557457,-0.5860590307281937,-0.871281077806316,-0.402648704491686,-0.4404068563093872,-0.6466115338860969,-0.6095077303043572,1.0,-0.5860590307103639,-0.6466115444913986,-0.609952839178683,-0.600573622708149,-0.4312963330973084,-0.8011828317208991,-0.7638540480909235,-0.3591324574307369,-0.7638540480909235,-0.7283661324458693,-0.40649817936079496,-0.8011715218617166,-0.5180670468588529,-0.5180670468588529,-0.49349425755519627,-0.5436059759905649,-0.7283386229733326,-0.46853233108656933,-0.4492035972933976,0.22889015299112947,0.1163714110264481,0.2180859688473382,-0.4205051185647196,-0.420505118564719,-0.4376022006613123,-0.2072509550337659,0.03714816693283616
ProgramVolume,0.21756403541367378,1.0000000000000004,0.5739393488779191,0.8765430739597011,0.4026187730496045,0.9551659299550804,0.9977016208667813,-0.5860590307103639,1.0,0.9551659273814926,0.9953963234308933,0.9874043857569551,0.8429385397946266,0.551421501293416,0.6346544394330174,0.5814718833886231,0.6346544394330174,0.6098441800240925,0.20895217410627492,0.42032482283081785,0.5204639984026942,0.5204639984026942,0.5145310460967214,0.23562646428873016,0.6336557034218763,0.5218171561890094,0.5090344828765934,-0.12490950304450568,-0.16540395330635033,-0.17544314046517348,0.34237277481852596,0.34237277481852557,0.38483225696120904,0.008604160715312689,-0.0380799279781
TimeToImplement,0.29525981075683144,0.9551659273849034,0.7066786634081614,0.7315281844210375,0.35891123851471024,0.9999999999999926,0.9611106132951949,-0.6466115444913986,0.9551659273814926,1.0,0.9598704247662738,0.9497925423053314,0.7074352400166051,0.5849898725604029,0.6471415556699341,0.4799145307823746,0.6471415556699341,0.6103916151100868,0.2865444168460589,0.4977037900985221,0.4853881684325695,0.4853881684325695,0.47215918992731887,0.3349274470689385,0.6317720143250737,0.4655325327522175,0.4498783772766769,-0.15171314045957782,-0.08867475576235188,-0.12507559010653324,0.32412794127902805,0.32412794127902883,0.3561270728662474,0.07877836964056348,-0.035244274751970124
