id,cInstr
values_27,16
values_84,50467023
values_65,732
values_96,10664523917620484117
values_28,9403516021949595648
values_54,119950201420595
values_15,9511602413006487744
values_87,3720762359811
values_59,1653746958339
values_5,30707251479785647
values_92,1688849860277658
values_0,20084372803648119131
values_77,27744509067299651584
values_17,7861056357350288663
values_12,7861056357350288663
values_33,9403516021949595648
values_25,926688126979
values_19,0
values_97,9403516021949595648
values_81,12472360755787855459
values_8,76125919432933379
values_73,9517231912540700672
values_89,30707251479785647
values_82,1688849860277658
values_34,108379960661508099
values_70,7195590419
values_29,10664523917620484117
values_51,297366872784899
values_57,13872236941463781376
values_88,471570213502979
values_23,20993802243
values_45,33578838821674738517
values_66,12919555075
values_36,37041262510192197632
values_56,3720762359811
values_26,84
values_43,1798752976
values_52,55834574851
values_98,1161589346819
values_61,3307405574147
values_44,460480762744
values_68,9403516021949595648
values_41,1688849860277658
values_85,7195590419
values_79,1688849860277658
values_71,3
values_63,14534228995
values_20,720
values_74,3
values_72,13872236941463781376
values_86,120721974656761859
values_75,20084372803648119131
values_55,10664523917620484117
values_14,30904825512131035139
values_47,3
values_91,120721974656761859
values_64,19043471024336142720
values_11,7861056357350288663
values_49,468555475579
values_62,7195590419
values_80,1842071146499
values_39,76125919432933379
values_90,3458764513827567304
values_53,1688849860277658
values_94,216754062987624451
values_7,243843847652638723
values_31,12919555075
values_93,6947457734149144576
values_38,56774339
values_58,1798752976
values_78,387
values_50,192
values_3,1688849860277658
values_13,13872634964673036394
values_83,13872634964673036394
values_1,14534228995
values_21,60731433089499139
values_32,237232160505859
values_22,30904825512131035139
values_9,27745269929346072788
values_6,216754062987624451
values_76,64
values_18,9517231912540700672
values_16,82007043
values_40,20084372803648119131
values_2,926688126979
values_60,10664523917620484117
values_99,9403516021949595648
values_48,19239377608126813760
values_69,9517231912540700672
values_46,3
values_24,3
values_95,460480762744
values_42,3720762359811
values_37,5497558138883
values_10,108379960661508099
values_67,20084372803648119131
values_35,7725585220454362388
values_30,7195590419
values_4,3
