id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,6,,16,0.375
values_84,108,,50467023,0.000
values_65,474,,732,0.648
values_96,399,,10664523917620484117,0.000
values_28,282,,9403516021949595648,0.000
values_54,243,,119950201420595,0.000
values_15,156,,9511602413006487744,0.000
values_87,21,,3720762359811,0.000
values_59,75,,1653746958339,0.000
values_5,465,,30707251479785647,0.000
values_92,438,,1688849860277658,0.000
values_0,693,,20084372803648119131,0.000
values_77,21,,27744509067299651584,0.000
values_17,273,,7861056357350288663,0.000
values_12,633,,7861056357350288663,0.000
values_33,117,,9403516021949595648,0.000
values_25,303,,926688126979,0.000
values_19,81,,0,0
values_97,516,,9403516021949595648,0.000
values_81,381,,12472360755787855459,0.000
values_8,30,,76125919432933379,0.000
values_73,570,,9517231912540700672,0.000
values_89,498,,30707251479785647,0.000
values_82,321,,1688849860277658,0.000
values_34,807,,108379960661508099,0.000
values_70,384,,7195590419,0.000
values_29,372,,10664523917620484117,0.000
values_51,153,,297366872784899,0.000
values_57,315,,13872236941463781376,0.000
values_88,573,,471570213502979,0.000
values_23,537,,20993802243,0.000
values_45,405,,33578838821674738517,0.000
values_66,114,,12919555075,0.000
values_36,186,,37041262510192197632,0.000
values_56,39,,3720762359811,0.000
values_26,42,,84,0.500
values_43,351,,1798752976,0.000
values_52,378,,55834574851,0.000
values_98,33,,1161589346819,0.000
values_61,120,,3307405574147,0.000
values_44,297,,460480762744,0.000
values_68,288,,9403516021949595648,0.000
values_41,54,,1688849860277658,0.000
values_85,393,,7195590419,0.000
values_79,36,,1688849860277658,0.000
values_71,165,,3,55.000
values_63,159,,14534228995,0.000
values_20,468,,720,0.650
values_74,141,,3,47.000
values_72,294,,13872236941463781376,0.000
values_86,402,,120721974656761859,0.000
values_75,297,,20084372803648119131,0.000
values_55,273,,10664523917620484117,0.000
values_14,57,,30904825512131035139,0.000
values_47,270,,3,90.000
values_91,153,,120721974656761859,0.000
values_64,231,,19043471024336142720,0.000
values_11,432,,7861056357350288663,0.000
values_49,147,,468555475579,0.000
values_62,186,,7195590419,0.000
values_80,207,,1842071146499,0.000
values_39,39,,76125919432933379,0.000
values_90,210,,3458764513827567304,0.000
values_53,597,,1688849860277658,0.000
values_94,222,,216754062987624451,0.000
values_7,24,,243843847652638723,0.000
values_31,633,,12919555075,0.000
values_93,330,,6947457734149144576,0.000
values_38,18,,56774339,0.000
values_58,399,,1798752976,0.000
values_78,15,,387,0.039
values_50,111,,192,0.578
values_3,291,,1688849860277658,0.000
values_13,126,,13872634964673036394,0.000
values_83,543,,13872634964673036394,0.000
values_1,42,,14534228995,0.000
values_21,153,,60731433089499139,0.000
values_32,18,,237232160505859,0.000
values_22,78,,30904825512131035139,0.000
values_9,729,,27745269929346072788,0.000
values_6,363,,216754062987624451,0.000
values_76,30,,64,0.469
values_18,177,,9517231912540700672,0.000
values_16,372,,82007043,0.000
values_40,57,,20084372803648119131,0.000
values_2,24,,926688126979,0.000
values_60,423,,10664523917620484117,0.000
values_99,546,,9403516021949595648,0.000
values_48,213,,19239377608126813760,0.000
values_69,75,,9517231912540700672,0.000
values_46,72,,3,24.000
values_24,78,,3,26.000
values_95,237,,460480762744,0.000
values_42,264,,3720762359811,0.000
values_37,288,,5497558138883,0.000
values_10,393,,108379960661508099,0.000
values_67,27,,20084372803648119131,0.000
values_35,360,,7725585220454362388,0.000
values_30,87,,7195590419,0.000
values_4,327,,3,109.000
