values_27,23
values_84,12
values_65,21
values_96,15
values_28,24
values_54,17
values_15,19
values_87,12
values_59,16
values_5,6
values_92,14
values_0,20
values_77,27
values_17,27
values_12,14
values_33,22
values_25,12
values_19,16
values_97,26
values_81,22
values_8,28
values_73,21
values_89,2
values_82,23
values_34,24
values_70,23
values_29,8
values_51,14
values_57,12
values_88,26
values_23,3
values_45,13
values_66,22
values_36,14
values_56,12
values_26,3
values_43,4
values_52,25
values_98,13
values_61,2
values_44,7
values_68,27
values_41,24
values_85,12
values_79,12
values_71,18
values_63,27
values_20,25
values_74,12
values_72,6
values_86,26
values_75,24
values_55,4
values_14,19
values_47,22
values_91,23
values_64,6
values_11,19
values_49,15
values_62,28
values_80,23
values_39,15
values_90,9
values_53,21
values_94,14
values_7,17
values_31,19
values_93,25
values_38,26
values_58,12
values_78,19
values_50,7
values_3,10
values_13,22
values_83,8
values_1,8
values_21,7
values_32,27
values_22,4
values_9,2
values_6,19
values_76,7
values_18,15
values_16,25
values_40,18
values_2,4
values_60,22
values_99,10
values_48,25
values_69,25
values_46,16
values_24,8
values_95,16
values_42,9
values_37,3
values_10,12
values_67,7
values_35,12
values_30,2
values_4,19
