id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,20087,,10882,1.846
values_84,,,20776,0
values_65,,,847,0
values_96,,,324,0
values_28,1266,,1273,0.995
values_54,1750,,1736,1.008
values_15,,,1086,0
values_87,,,15954,0
values_59,1740,,1750,0.994
values_5,,,16271,0
values_92,,,253,0
values_0,,,5014,0
values_77,,,1665,0
values_17,,,1414,0
values_12,,,1431,0
values_33,,,21904,0
values_25,1525,,1516,1.006
values_19,,,886,0
values_97,,,320,0
values_81,,,22941,0
values_8,,,21839,0
values_73,,,2399,0
values_89,,,20788,0
values_82,,,19572,0
values_34,,,19692,0
values_70,,,1294,0
values_29,1894,,1880,1.007
values_51,1642,,1617,1.015
values_57,1796,,1718,1.045
values_88,,,7170,0
values_23,1265,,1279,0.989
values_45,1004,,1045,0.961
values_66,,,1024,0
values_36,,,4828,0
values_56,1644,,1639,1.003
values_26,1879,,1836,1.023
values_43,1393,,1396,0.998
values_52,1395,,1411,0.989
values_98,,,253,0
values_61,,,822,0
values_44,1533,,1500,1.022
values_68,,,937,0
values_41,1401,,1421,0.986
values_85,,,18868,0
values_79,,,2361,0
values_71,,,2237,0
values_63,,,938,0
values_20,1787,,1758,1.016
values_74,,,1521,0
values_72,,,3078,0
values_86,,,10268,0
values_75,,,2531,0
values_55,1374,,1416,0.970
values_14,,,1209,0
values_47,1518,,1527,0.994
values_91,,,195,0
values_64,,,937,0
values_11,,,1403,0
values_49,1521,,1534,0.992
values_62,,,740,0
values_80,,,17899,0
values_39,,,24912,0
values_90,,,253,0
values_53,1987,,1974,1.007
values_94,,,251,0
values_7,,,6220,0
values_31,,,11422,0
values_93,,,320,0
values_38,,,8354,0
values_58,1925,,1885,1.021
values_78,,,2110,0
values_50,1781,,1765,1.009
values_3,,,7923,0
values_13,,,782,0
values_83,,,18734,0
values_1,,,5659,0
values_21,2302,,2226,1.034
values_32,,,19525,0
values_22,1147,,1180,0.972
values_9,,,7406,0
values_6,,,3604,0
values_76,,,3216,0
values_18,,,1014,0
values_16,,,1084,0
values_40,1629,,1630,0.999
values_2,,,13437,0
values_60,,,930,0
values_99,,,318,0
values_48,2053,,1991,1.031
values_69,,,927,0
values_46,1402,,1428,0.982
values_24,1825,,1853,0.985
values_95,,,317,0
values_42,17406,,2862,6.082
values_37,,,15202,0
values_10,,,1515,0
values_67,,,1037,0
values_35,,,13471,0
values_30,,,4750,0
values_4,,,8703,0
