id,cInstr
values_27,10882
values_84,20776
values_65,847
values_96,324
values_28,1273
values_54,1736
values_15,1086
values_87,15954
values_59,1750
values_5,16271
values_92,253
values_0,5014
values_77,1665
values_17,1414
values_12,1431
values_33,21904
values_25,1516
values_19,886
values_97,320
values_81,22941
values_8,21839
values_73,2399
values_89,20788
values_82,19572
values_34,19692
values_70,1294
values_29,1880
values_51,1617
values_57,1718
values_88,7170
values_23,1279
values_45,1045
values_66,1024
values_36,4828
values_56,1639
values_26,1836
values_43,1396
values_52,1411
values_98,253
values_61,822
values_44,1500
values_68,937
values_41,1421
values_85,18868
values_79,2361
values_71,2237
values_63,938
values_20,1758
values_74,1521
values_72,3078
values_86,10268
values_75,2531
values_55,1416
values_14,1209
values_47,1527
values_91,195
values_64,937
values_11,1403
values_49,1534
values_62,740
values_80,17899
values_39,24912
values_90,253
values_53,1974
values_94,251
values_7,6220
values_31,11422
values_93,320
values_38,8354
values_58,1885
values_78,2110
values_50,1765
values_3,7923
values_13,782
values_83,18734
values_1,5659
values_21,2226
values_32,19525
values_22,1180
values_9,7406
values_6,3604
values_76,3216
values_18,1014
values_16,1084
values_40,1630
values_2,13437
values_60,930
values_99,318
values_48,1991
values_69,927
values_46,1428
values_24,1853
values_95,317
values_42,2862
values_37,15202
values_10,1515
values_67,1037
values_35,13471
values_30,4750
values_4,8703
