id,clockCycles,assemblyInstr
values_27,20087,
values_84,,
values_65,,
values_96,,
values_28,1266,
values_54,1750,
values_15,,
values_87,,
values_59,1740,
values_5,,
values_92,,
values_0,,
values_77,,
values_17,,
values_12,,
values_33,,
values_25,1525,
values_19,,
values_97,,
values_81,,
values_8,,
values_73,,
values_89,,
values_82,,
values_34,,
values_70,,
values_29,1894,
values_51,1642,
values_57,1796,
values_88,,
values_23,1265,
values_45,1004,
values_66,,
values_36,,
values_56,1644,
values_26,1879,
values_43,1393,
values_52,1395,
values_98,,
values_61,,
values_44,1533,
values_68,,
values_41,1401,
values_85,,
values_79,,
values_71,,
values_63,,
values_20,1787,
values_74,,
values_72,,
values_86,,
values_75,,
values_55,1374,
values_14,,
values_47,1518,
values_91,,
values_64,,
values_11,,
values_49,1521,
values_62,,
values_80,,
values_39,,
values_90,,
values_53,1987,
values_94,,
values_7,,
values_31,,
values_93,,
values_38,,
values_58,1925,
values_78,,
values_50,1781,
values_3,,
values_13,,
values_83,,
values_1,,
values_21,2302,
values_32,,
values_22,1147,
values_9,,
values_6,,
values_76,,
values_18,,
values_16,,
values_40,1629,
values_2,,
values_60,,
values_99,,
values_48,2053,
values_69,,
values_46,1402,
values_24,1825,
values_95,,
values_42,17406,
values_37,,
values_10,,
values_67,,
values_35,,
values_30,,
values_4,,
