id,cInstr
values_27,46
values_84,39
values_65,39
values_96,67
values_28,60
values_54,46
values_15,32
values_87,39
values_59,60
values_5,81
values_92,39
values_0,74
values_77,32
values_17,53
values_12,60
values_33,67
values_25,32
values_19,53
values_97,67
values_81,39
values_8,74
values_73,74
values_89,39
values_82,25
values_34,81
values_70,67
values_29,32
values_51,18
values_57,18
values_88,74
values_23,32
values_45,53
values_66,67
values_36,74
values_56,25
values_26,60
values_43,81
values_52,18
values_98,60
values_61,32
values_44,46
values_68,53
values_41,39
values_85,60
values_79,25
values_71,46
values_63,81
values_20,18
values_74,32
values_72,74
values_86,67
values_75,39
values_55,67
values_14,46
values_47,53
values_91,60
values_64,60
values_11,18
values_49,39
values_62,81
values_80,81
values_39,53
values_90,32
values_53,39
values_94,81
values_7,67
values_31,18
values_93,18
values_38,81
values_58,18
values_78,60
values_50,25
values_3,60
values_13,81
values_83,18
values_1,53
values_21,39
values_32,74
values_22,67
values_9,46
values_6,32
values_76,53
values_18,60
values_16,46
values_40,81
values_2,32
values_60,39
values_99,32
values_48,60
values_69,39
values_46,74
values_24,53
values_95,60
values_42,18
values_37,60
values_10,74
values_67,53
values_35,46
values_30,60
values_4,67
