id,clockCycles,assemblyInstr
values_27,7,
values_84,6,
values_65,6,
values_96,10,
values_28,9,
values_54,7,
values_15,5,
values_87,6,
values_59,9,
values_5,12,
values_92,6,
values_0,11,
values_77,5,
values_17,8,
values_12,9,
values_33,10,
values_25,5,
values_19,8,
values_97,10,
values_81,6,
values_8,11,
values_73,11,
values_89,6,
values_82,4,
values_34,12,
values_70,10,
values_29,5,
values_51,3,
values_57,3,
values_88,11,
values_23,5,
values_45,8,
values_66,10,
values_36,11,
values_56,4,
values_26,9,
values_43,12,
values_52,3,
values_98,9,
values_61,5,
values_44,7,
values_68,8,
values_41,6,
values_85,9,
values_79,4,
values_71,7,
values_63,12,
values_20,3,
values_74,5,
values_72,11,
values_86,10,
values_75,6,
values_55,10,
values_14,7,
values_47,8,
values_91,9,
values_64,9,
values_11,3,
values_49,6,
values_62,12,
values_80,12,
values_39,8,
values_90,5,
values_53,6,
values_94,12,
values_7,10,
values_31,3,
values_93,3,
values_38,12,
values_58,3,
values_78,9,
values_50,4,
values_3,9,
values_13,12,
values_83,3,
values_1,8,
values_21,6,
values_32,11,
values_22,10,
values_9,7,
values_6,5,
values_76,8,
values_18,9,
values_16,7,
values_40,12,
values_2,5,
values_60,6,
values_99,5,
values_48,9,
values_69,6,
values_46,11,
values_24,8,
values_95,9,
values_42,3,
values_37,9,
values_10,11,
values_67,8,
values_35,7,
values_30,9,
values_4,10,
