inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 575, 35, 416, 134, 991, 169, 7334.27, 398458.93, 0.02, 54.33, 22136.61, 1.80
values_84, 575, 35, 416, 133, 991, 168, 7325.79, 400990.42, 0.02, 54.74, 22277.25, 1.81
values_65, 647, 35, 486, 139, 1133, 174, 8432.85, 515981.52, 0.02, 61.19, 28665.64, 2.14
values_96, 911, 35, 744, 147, 1655, 182, 12425.40, 1100535.44, 0.01, 88.57, 61140.86, 3.55
values_28, 455, 35, 300, 116, 755, 151, 5465.00, 247338.16, 0.02, 45.26, 13741.01, 1.31
values_54, 482, 35, 326, 115, 808, 150, 5840.89, 289758.71, 0.02, 49.61, 16097.71, 1.46
values_15, 430, 35, 276, 104, 706, 139, 5025.97, 233417.76, 0.02, 46.44, 12967.65, 1.26
values_87, 862, 35, 696, 143, 1558, 178, 11647.19, 992047.60, 0.01, 85.17, 55113.76, 3.32
values_59, 862, 35, 696, 145, 1558, 180, 11672.31, 980473.80, 0.01, 84, 54470.77, 3.29
values_5, 962, 35, 794, 145, 1756, 180, 13155.69, 1260678.40, 0.01, 95.83, 70037.69, 3.89
values_92, 322, 35, 174, 50, 496, 85, 3179.06, 193604.63, 0.02, 60.90, 10755.81, 1.12
values_0, 610, 35, 450, 138, 1060, 173, 7880.71, 449714.20, 0.02, 57.07, 24984.12, 1.96
values_77, 862, 35, 696, 146, 1558, 181, 11684.76, 974797.09, 0.01, 83.42, 54155.39, 3.28
values_17, 610, 35, 450, 140, 1060, 175, 7898.28, 444278.46, 0.02, 56.25, 24682.14, 1.94
values_12, 350, 35, 200, 70, 550, 105, 3692.84, 184641.75, 0.02, 50, 10257.88, 1.08
values_33, 367, 35, 216, 77, 583, 112, 3968.69, 194826.50, 0.02, 49.09, 10823.69, 1.12
values_25, 322, 35, 174, 50, 496, 85, 3179.06, 193604.63, 0.02, 60.90, 10755.81, 1.12
values_19, 770, 35, 606, 146, 1376, 181, 10319.79, 749598.30, 0.01, 72.64, 41644.35, 2.75
values_97, 311, 35, 164, 41, 475, 76, 2967.77, 207743.59, 0.01, 70, 11541.31, 1.17
values_81, 322, 35, 174, 52, 496, 87, 3195.70, 187132.82, 0.02, 58.56, 10396.27, 1.09
values_8, 511, 35, 354, 125, 865, 160, 6333.47, 313886.66, 0.02, 49.56, 17438.15, 1.54
values_73, 962, 35, 794, 145, 1756, 180, 13155.69, 1260678.40, 0.01, 95.83, 70037.69, 3.89
values_89, 727, 35, 564, 144, 1291, 179, 9661.61, 662222.59, 0.01, 68.54, 36790.14, 2.53
values_82, 770, 35, 606, 145, 1376, 180, 10308.79, 753963.56, 0.01, 73.14, 41886.86, 2.76
values_34, 322, 35, 174, 53, 496, 88, 3203.88, 184071.86, 0.02, 57.45, 10226.21, 1.08
values_70, 770, 35, 606, 147, 1376, 182, 10330.73, 745288.05, 0.01, 72.14, 41404.89, 2.74
values_29, 455, 35, 300, 111, 755, 146, 5428.32, 256744.75, 0.02, 47.30, 14263.60, 1.35
values_51, 1015, 35, 846, 145, 1861, 180, 13942.34, 1423560.85, 0.01, 102.10, 79086.71, 4.22
values_57, 647, 35, 486, 143, 1133, 178, 8470.01, 503758.05, 0.02, 59.48, 27986.56, 2.11
