id,clockCycles,assemblyInstr
values_27,3584,
values_84,3584,
values_65,2289,
values_96,4028,
values_28,1865,
values_54,1587,
values_15,1394,
values_87,3789,
values_59,3789,
values_5,5454,
values_92,325,
values_0,2092,
values_77,3789,
values_17,2092,
values_12,799,
values_33,968,
values_25,325,
values_19,3267,
values_97,284,
values_81,325,
values_8,2489,
values_73,5454,
values_89,3913,
values_82,3267,
values_34,325,
values_70,3267,
values_29,1865,
values_51,4994,
values_57,2289,
values_88,2574,
values_23,799,
values_45,4028,
values_66,2092,
values_36,5454,
values_56,2489,
values_26,4994,
values_43,2574,
values_52,2092,
values_98,98,
values_61,447,
values_44,3913,
values_68,325,
values_41,945,
values_85,3913,
values_79,4028,
values_71,813,
values_63,1587,
values_20,8133,
values_74,4994,
values_72,98,
values_86,98,
values_75,3584,
values_55,2289,
values_14,2489,
values_47,2092,
values_91,4994,
values_64,3789,
values_11,1394,
values_49,4994,
values_62,3267,
values_80,813,
values_39,3789,
values_90,4994,
values_53,1587,
values_94,4028,
values_7,4028,
values_31,3584,
values_93,325,
values_38,2289,
values_58,1394,
values_78,5298,
values_50,3913,
values_3,4994,
values_13,3913,
values_83,799,
values_1,3513,
values_21,3584,
values_32,1394,
values_22,2489,
values_9,1587,
values_6,4994,
values_76,2092,
values_18,4994,
values_16,2289,
values_40,5298,
values_2,2489,
values_60,945,
values_99,3584,
values_48,1865,
values_69,2574,
values_46,3584,
values_24,2289,
values_95,2489,
values_42,3267,
values_37,325,
values_10,3789,
values_67,3584,
values_35,4028,
values_30,945,
values_4,8133,
