id,cInstr
values_27,0
values_84,0
values_65,0
values_96,0
values_28,2059
values_54,2384
values_15,1758
values_87,0
values_59,0
values_5,0
values_92,461
values_0,0
values_77,0
values_17,0
values_12,794
values_33,1004
values_25,461
values_19,0
values_97,328
values_81,461
values_8,2733
values_73,0
values_89,0
values_82,0
values_34,461
values_70,0
values_29,2059
values_51,0
values_57,0
values_88,3106
values_23,794
values_45,0
values_66,0
values_36,0
values_56,2733
values_26,0
values_43,3106
values_52,0
values_98,134
values_61,618
values_44,0
values_68,461
values_41,1481
values_85,0
values_79,0
values_71,1233
values_63,2384
values_20,0
values_74,0
values_72,134
values_86,134
values_75,0
values_55,0
values_14,2733
values_47,0
values_91,0
values_64,0
values_11,1758
values_49,0
values_62,0
values_80,1233
values_39,0
values_90,0
values_53,2384
values_94,0
values_7,0
values_31,0
values_93,461
values_38,0
values_58,1758
values_78,0
values_50,0
values_3,0
values_13,0
values_83,794
values_1,0
values_21,0
values_32,1758
values_22,2733
values_9,2384
values_6,0
values_76,0
values_18,0
values_16,0
values_40,0
values_2,2733
values_60,1481
values_99,0
values_48,2059
values_69,3106
values_46,0
values_24,0
values_95,2733
values_42,0
values_37,461
values_10,0
values_67,0
values_35,0
values_30,1481
values_4,0
