id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,3584,,0,0
values_84,3584,,0,0
values_65,2289,,0,0
values_96,4028,,0,0
values_28,1865,,2059,0.906
values_54,1587,,2384,0.666
values_15,1394,,1758,0.793
values_87,3789,,0,0
values_59,3789,,0,0
values_5,5454,,0,0
values_92,325,,461,0.705
values_0,2092,,0,0
values_77,3789,,0,0
values_17,2092,,0,0
values_12,799,,794,1.006
values_33,968,,1004,0.964
values_25,325,,461,0.705
values_19,3267,,0,0
values_97,284,,328,0.866
values_81,325,,461,0.705
values_8,2489,,2733,0.911
values_73,5454,,0,0
values_89,3913,,0,0
values_82,3267,,0,0
values_34,325,,461,0.705
values_70,3267,,0,0
values_29,1865,,2059,0.906
values_51,4994,,0,0
values_57,2289,,0,0
values_88,2574,,3106,0.829
values_23,799,,794,1.006
values_45,4028,,0,0
values_66,2092,,0,0
values_36,5454,,0,0
values_56,2489,,2733,0.911
values_26,4994,,0,0
values_43,2574,,3106,0.829
values_52,2092,,0,0
values_98,98,,134,0.731
values_61,447,,618,0.723
values_44,3913,,0,0
values_68,325,,461,0.705
values_41,945,,1481,0.638
values_85,3913,,0,0
values_79,4028,,0,0
values_71,813,,1233,0.659
values_63,1587,,2384,0.666
values_20,8133,,0,0
values_74,4994,,0,0
values_72,98,,134,0.731
values_86,98,,134,0.731
values_75,3584,,0,0
values_55,2289,,0,0
values_14,2489,,2733,0.911
values_47,2092,,0,0
values_91,4994,,0,0
values_64,3789,,0,0
values_11,1394,,1758,0.793
values_49,4994,,0,0
values_62,3267,,0,0
values_80,813,,1233,0.659
values_39,3789,,0,0
values_90,4994,,0,0
values_53,1587,,2384,0.666
values_94,4028,,0,0
values_7,4028,,0,0
values_31,3584,,0,0
values_93,325,,461,0.705
values_38,2289,,0,0
values_58,1394,,1758,0.793
values_78,5298,,0,0
values_50,3913,,0,0
values_3,4994,,0,0
values_13,3913,,0,0
values_83,799,,794,1.006
values_1,3513,,0,0
values_21,3584,,0,0
values_32,1394,,1758,0.793
values_22,2489,,2733,0.911
values_9,1587,,2384,0.666
values_6,4994,,0,0
values_76,2092,,0,0
values_18,4994,,0,0
values_16,2289,,0,0
values_40,5298,,0,0
values_2,2489,,2733,0.911
values_60,945,,1481,0.638
values_99,3584,,0,0
values_48,1865,,2059,0.906
values_69,2574,,3106,0.829
values_46,3584,,0,0
values_24,2289,,0,0
values_95,2489,,2733,0.911
values_42,3267,,0,0
values_37,325,,461,0.705
values_10,3789,,0,0
values_67,3584,,0,0
values_35,4028,,0,0
values_30,945,,1481,0.638
values_4,8133,,0,0
