id,cInstr
values_27,0
values_84,1233
values_65,0
values_96,0
values_28,0
values_54,0
values_15,0
values_87,1233
values_59,2733
values_5,0
values_92,0
values_0,1481
values_77,219
values_17,0
values_12,0
values_33,0
values_25,2059
values_19,1233
values_97,0
values_81,0
values_8,0
values_73,0
values_89,328
values_82,2733
values_34,1481
values_70,461
values_29,0
values_51,1481
values_57,1004
values_88,134
values_23,0
values_45,0
values_66,2384
values_36,0
values_56,0
values_26,0
values_43,2733
values_52,134
values_98,0
values_61,219
values_44,0
values_68,0
values_41,0
values_85,794
values_79,0
values_71,1233
values_63,2059
values_20,0
values_74,0
values_72,0
values_86,2384
values_75,328
values_55,0
values_14,1758
values_47,1758
values_91,0
values_64,0
values_11,328
values_49,1004
values_62,1233
values_80,0
values_39,1004
values_90,0
values_53,1004
values_94,461
values_7,134
values_31,0
values_93,134
values_38,2059
values_58,794
values_78,0
values_50,618
values_3,1481
values_13,3106
values_83,219
values_1,1233
values_21,2384
values_32,134
values_22,0
values_9,219
values_6,0
values_76,1481
values_18,0
values_16,0
values_40,0
values_2,794
values_60,461
values_99,0
values_48,1758
values_69,0
values_46,618
values_24,0
values_95,328
values_42,1233
values_37,0
values_10,1758
values_67,134
values_35,3106
values_30,2733
values_4,0
