id,clockCycles,assemblyInstr
values_27,8188,
values_84,831,
values_65,3933,
values_96,3812,
values_28,2325,
values_54,3535,
values_15,4052,
values_87,831,
values_59,2516,
values_5,3933,
values_92,3812,
values_0,955,
values_77,209,
values_17,3535,
values_12,3933,
values_33,3812,
values_25,1877,
values_19,831,
values_97,4052,
values_81,3933,
values_8,8188,
values_73,5324,
values_89,285,
values_82,2516,
values_34,955,
values_70,370,
values_29,8188,
values_51,955,
values_57,969,
values_88,99,
values_23,3108,
values_45,5019,
values_66,1599,
values_36,3585,
values_56,3812,
values_26,8188,
values_43,2516,
values_52,99,
values_98,3585,
values_61,209,
values_44,3812,
values_68,5478,
values_41,3287,
values_85,812,
values_79,5019,
values_71,831,
values_63,1877,
values_20,5478,
values_74,3108,
values_72,5019,
values_86,1599,
values_75,285,
values_55,3287,
values_14,1405,
values_47,1405,
values_91,3287,
values_64,2325,
values_11,285,
values_49,969,
values_62,831,
values_80,2109,
values_39,969,
values_90,3287,
values_53,969,
values_94,370,
values_7,99,
values_31,4052,
values_93,99,
values_38,1877,
values_58,812,
values_78,5478,
values_50,471,
values_3,955,
values_13,2588,
values_83,209,
values_1,831,
values_21,1599,
values_32,99,
values_22,5019,
values_9,209,
values_6,3933,
values_76,955,
values_18,5324,
values_16,5019,
values_40,3933,
values_2,812,
values_60,370,
values_99,5019,
values_48,1405,
values_69,3585,
values_46,471,
values_24,3585,
values_95,285,
values_42,831,
values_37,8188,
values_10,1405,
values_67,99,
values_35,2588,
values_30,2516,
values_4,3585,
