inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 1127, 35, 956, 148, 2083, 183, 15655.20, 1769672.58, 0.01, 113.04, 98315.14, 4.88
values_84, 386, 35, 234, 88, 620, 123, 4304.36, 200299.43, 0.02, 46.53, 11127.75, 1.14
values_65, 727, 35, 564, 146, 1291, 181, 9682.30, 654550.08, 0.01, 67.60, 36363.89, 2.51
values_96, 862, 35, 696, 145, 1558, 180, 11672.31, 980473.80, 0.01, 84, 54470.77, 3.29
values_28, 647, 35, 486, 139, 1133, 174, 8432.85, 515981.52, 0.02, 61.19, 28665.64, 2.14
values_54, 815, 35, 650, 147, 1465, 182, 10998.92, 851106.84, 0.01, 77.38, 47283.71, 2.99
values_15, 911, 35, 744, 147, 1655, 182, 12425.40, 1100535.44, 0.01, 88.57, 61140.86, 3.55
values_87, 386, 35, 234, 85, 620, 120, 4282.27, 206304.76, 0.02, 48.18, 11461.38, 1.16
values_59, 511, 35, 354, 123, 865, 158, 6317.77, 318199.90, 0.02, 50.37, 17677.77, 1.55
values_5, 727, 35, 564, 143, 1291, 178, 9651.17, 666133.33, 0.01, 69.02, 37007.41, 2.54
values_92, 862, 35, 696, 148, 1558, 183, 11709.46, 963656.94, 0.01, 82.30, 53536.50, 3.25
values_0, 407, 35, 254, 98, 661, 133, 4663.54, 211524.93, 0.02, 45.36, 11751.38, 1.18
values_77, 302, 35, 156, 36, 458, 71, 2816.58, 213590.97, 0.01, 75.83, 11866.16, 1.19
values_17, 815, 35, 650, 147, 1465, 182, 10998.92, 851106.84, 0.01, 77.38, 47283.71, 2.99
values_12, 727, 35, 564, 144, 1291, 179, 9661.61, 662222.59, 0.01, 68.54, 36790.14, 2.53
values_33, 862, 35, 696, 146, 1558, 181, 11684.76, 974797.09, 0.01, 83.42, 54155.39, 3.28
values_25, 455, 35, 300, 111, 755, 146, 5428.32, 256744.75, 0.02, 47.30, 14263.60, 1.35
values_19, 386, 35, 234, 92, 620, 127, 4332.98, 192864.91, 0.02, 44.51, 10714.72, 1.11
values_97, 911, 35, 744, 147, 1655, 182, 12425.40, 1100535.44, 0.01, 88.57, 61140.86, 3.55
values_81, 727, 35, 564, 141, 1291, 176, 9630.13, 674108.84, 0.01, 70, 37450.49, 2.56
values_8, 1127, 35, 956, 148, 2083, 183, 15655.20, 1769672.58, 0.01, 113.04, 98315.14, 4.88
