id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,716,,458,1.563
values_84,5641,,3277,1.721
values_65,5171,,3000,1.724
values_96,1838,,1100,1.671
values_28,2433,,1441,1.688
values_54,4721,,2744,1.720
values_15,4289,,2501,1.715
values_87,8328,,4791,1.738
values_59,419,,284,1.475
values_5,7169,,4117,1.741
values_92,5630,,3256,1.729
values_0,295,,210,1.405
values_77,719,,463,1.553
values_17,61,,68,0.897
values_12,298,,213,1.399
values_33,897,,569,1.576
values_25,4712,,2746,1.716
values_19,1330,,812,1.638
values_97,6129,,3547,1.728
values_81,2427,,1439,1.687
values_8,3483,,2041,1.707
values_73,554,,365,1.518
values_89,7173,,4129,1.737
values_82,197,,152,1.296
values_34,7162,,4114,1.741
values_70,558,,367,1.520
values_29,2439,,1452,1.680
values_51,198,,155,1.277
values_57,2436,,1446,1.685
values_88,3868,,2253,1.717
values_23,1331,,815,1.633
values_45,4709,,2742,1.717
values_66,2130,,1268,1.680
values_36,2767,,1637,1.690
values_56,1841,,1100,1.674
values_26,417,,284,1.468
values_43,5172,,3004,1.722
values_52,1843,,1111,1.659
values_98,3870,,2264,1.709
values_61,5652,,3260,1.734
values_44,2757,,1626,1.696
values_68,61,,69,0.884
values_41,3874,,2256,1.717
values_85,61,,68,0.897
values_79,5177,,2997,1.727
values_71,3105,,1828,1.699
values_63,900,,563,1.599
values_20,414,,280,1.479
values_74,899,,566,1.588
values_72,2130,,1280,1.664
values_86,2761,,1631,1.693
values_75,7189,,4143,1.735
values_55,724,,464,1.560
values_14,2426,,1441,1.684
values_47,1833,,1104,1.660
values_91,1103,,686,1.608
values_64,199,,151,1.318
values_11,560,,369,1.518
values_49,117,,104,1.125
values_62,3857,,2262,1.705
values_80,416,,283,1.470
values_39,6130,,3531,1.736
values_90,117,,105,1.114
values_53,559,,370,1.511
values_94,8319,,4775,1.742
values_7,7729,,4454,1.735
values_31,4284,,2494,1.718
values_93,8324,,4779,1.742
values_38,3866,,2272,1.702
values_58,1332,,816,1.632
values_78,2760,,1629,1.694
values_50,297,,212,1.401
values_3,297,,213,1.394
values_13,1112,,691,1.609
values_83,3103,,1828,1.697
values_1,1100,,682,1.613
values_21,899,,569,1.580
values_32,717,,460,1.559
values_22,562,,368,1.527
values_9,2754,,1635,1.684
values_6,1107,,684,1.618
values_76,5165,,2991,1.727
values_18,7748,,4463,1.736
values_16,1327,,807,1.644
values_40,3474,,2033,1.709
values_2,716,,460,1.557
values_60,3476,,2032,1.711
values_99,6646,,3838,1.732
values_48,198,,153,1.294
values_69,8318,,4781,1.740
values_46,1331,,818,1.627
values_24,61,,68,0.897
values_95,198,,152,1.303
values_42,6654,,3845,1.731
values_37,4714,,2733,1.725
values_10,5160,,2992,1.725
values_67,295,,212,1.392
values_35,4705,,2740,1.717
values_30,7191,,4142,1.736
values_4,198,,153,1.294
