id,clockCycles,assemblyInstr
values_27,716,
values_84,5641,
values_65,5171,
values_96,1838,
values_28,2433,
values_54,4721,
values_15,4289,
values_87,8328,
values_59,419,
values_5,7169,
values_92,5630,
values_0,295,
values_77,719,
values_17,61,
values_12,298,
values_33,897,
values_25,4712,
values_19,1330,
values_97,6129,
values_81,2427,
values_8,3483,
values_73,554,
values_89,7173,
values_82,197,
values_34,7162,
values_70,558,
values_29,2439,
values_51,198,
values_57,2436,
values_88,3868,
values_23,1331,
values_45,4709,
values_66,2130,
values_36,2767,
values_56,1841,
values_26,417,
values_43,5172,
values_52,1843,
values_98,3870,
values_61,5652,
values_44,2757,
values_68,61,
values_41,3874,
values_85,61,
values_79,5177,
values_71,3105,
values_63,900,
values_20,414,
values_74,899,
values_72,2130,
values_86,2761,
values_75,7189,
values_55,724,
values_14,2426,
values_47,1833,
values_91,1103,
values_64,199,
values_11,560,
values_49,117,
values_62,3857,
values_80,416,
values_39,6130,
values_90,117,
values_53,559,
values_94,8319,
values_7,7729,
values_31,4284,
values_93,8324,
values_38,3866,
values_58,1332,
values_78,2760,
values_50,297,
values_3,297,
values_13,1112,
values_83,3103,
values_1,1100,
values_21,899,
values_32,717,
values_22,562,
values_9,2754,
values_6,1107,
values_76,5165,
values_18,7748,
values_16,1327,
values_40,3474,
values_2,716,
values_60,3476,
values_99,6646,
values_48,198,
values_69,8318,
values_46,1331,
values_24,61,
values_95,198,
values_42,6654,
values_37,4714,
values_10,5160,
values_67,295,
values_35,4705,
values_30,7191,
values_4,198,
