id,cInstr
values_27,458
values_84,3277
values_65,3000
values_96,1100
values_28,1441
values_54,2744
values_15,2501
values_87,4791
values_59,284
values_5,4117
values_92,3256
values_0,210
values_77,463
values_17,68
values_12,213
values_33,569
values_25,2746
values_19,812
values_97,3547
values_81,1439
values_8,2041
values_73,365
values_89,4129
values_82,152
values_34,4114
values_70,367
values_29,1452
values_51,155
values_57,1446
values_88,2253
values_23,815
values_45,2742
values_66,1268
values_36,1637
values_56,1100
values_26,284
values_43,3004
values_52,1111
values_98,2264
values_61,3260
values_44,1626
values_68,69
values_41,2256
values_85,68
values_79,2997
values_71,1828
values_63,563
values_20,280
values_74,566
values_72,1280
values_86,1631
values_75,4143
values_55,464
values_14,1441
values_47,1104
values_91,686
values_64,151
values_11,369
values_49,104
values_62,2262
values_80,283
values_39,3531
values_90,105
values_53,370
values_94,4775
values_7,4454
values_31,2494
values_93,4779
values_38,2272
values_58,816
values_78,1629
values_50,212
values_3,213
values_13,691
values_83,1828
values_1,682
values_21,569
values_32,460
values_22,368
values_9,1635
values_6,684
values_76,2991
values_18,4463
values_16,807
values_40,2033
values_2,460
values_60,2032
values_99,3838
values_48,153
values_69,4781
values_46,818
values_24,68
values_95,152
values_42,3845
values_37,2733
values_10,2992
values_67,212
values_35,2740
values_30,4142
values_4,153
