inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_84, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_65, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_96, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_28, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_54, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_15, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_87, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_59, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_5, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_92, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_0, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_77, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_17, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_12, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_33, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_25, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_19, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_97, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_81, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_8, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_73, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_89, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_82, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_34, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_70, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_29, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_51, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_57, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_88, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_23, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_45, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_66, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_36, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_56, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_26, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_43, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_52, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_98, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_61, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_44, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_68, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_41, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_85, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_79, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
values_71, 60, 5, 1, 5, 2, 0, 31, 5, 5, 5, 6, 10, 5, 5, 100.0
