inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 243, 36, 104, 31, 347, 67, 2104.93, 127110.79, 0.02, 60.39, 7061.71, 0.84
values_84, 257, 36, 114, 41, 371, 77, 2324.98, 116362.30, 0.02, 50.05, 6464.57, 0.79
values_65, 262, 36, 117, 43, 379, 79, 2389.13, 117011.95, 0.02, 48.98, 6500.66, 0.80
values_96, 260, 36, 118, 43, 378, 79, 2382.83, 117700.68, 0.02, 49.40, 6538.93, 0.80
values_28, 252, 36, 111, 37, 363, 73, 2246.91, 121332.94, 0.02, 54, 6740.72, 0.82
values_54, 268, 36, 121, 45, 389, 81, 2466.20, 119364.16, 0.02, 48.40, 6631.34, 0.81
values_15, 255, 36, 113, 38, 368, 74, 2285.08, 122311.85, 0.02, 53.53, 6795.10, 0.82
values_87, 265, 36, 122, 47, 387, 83, 2467.14, 115273.19, 0.02, 46.72, 6404.07, 0.79
values_59, 263, 36, 115, 42, 378, 78, 2375.88, 117097.04, 0.02, 49.29, 6505.39, 0.80
values_5, 240, 36, 101, 28, 341, 64, 2046, 132843.86, 0.02, 64.93, 7380.21, 0.87
values_92, 269, 36, 123, 46, 392, 82, 2492.16, 119948.76, 0.02, 48.13, 6663.82, 0.81
values_0, 271, 36, 121, 46, 392, 82, 2492.16, 117998.38, 0.02, 47.35, 6555.47, 0.80
values_77, 255, 36, 114, 37, 369, 73, 2284.05, 126671.92, 0.02, 55.46, 7037.33, 0.84
values_17, 238, 36, 101, 27, 339, 63, 2026.30, 136437.39, 0.01, 67.33, 7579.86, 0.88
values_12, 248, 36, 108, 34, 356, 70, 2182.02, 124760.47, 0.02, 57.18, 6931.14, 0.83
values_33, 245, 36, 105, 32, 350, 68, 2130.61, 125839.27, 0.02, 59.06, 6991.07, 0.84
values_25, 264, 36, 116, 41, 380, 77, 2381.38, 121276.08, 0.02, 50.93, 6737.56, 0.82
values_19, 239, 36, 102, 28, 341, 64, 2046, 134159.14, 0.02, 65.57, 7453.29, 0.87
values_97, 240, 36, 102, 29, 342, 65, 2059.65, 130397.14, 0.02, 63.31, 7244.29, 0.86
values_81, 242, 36, 106, 33, 348, 69, 2125.77, 122907.95, 0.02, 57.82, 6828.22, 0.82
values_8, 258, 36, 113, 37, 371, 73, 2296.42, 126241.30, 0.02, 54.97, 7013.41, 0.84
values_73, 254, 36, 114, 39, 368, 75, 2292.21, 120605.26, 0.02, 52.62, 6700.29, 0.81
values_89, 256, 36, 114, 41, 370, 77, 2318.71, 116048.66, 0.02, 50.05, 6447.15, 0.79
values_82, 245, 36, 105, 32, 350, 68, 2130.61, 125839.27, 0.02, 59.06, 6991.07, 0.84
values_34, 259, 36, 113, 39, 372, 75, 2317.12, 120846.75, 0.02, 52.15, 6713.71, 0.81
values_70, 241, 36, 103, 30, 344, 66, 2079.27, 128498.98, 0.02, 61.80, 7138.83, 0.85
values_29, 237, 36, 100, 27, 337, 63, 2014.34, 134289.56, 0.01, 66.67, 7460.53, 0.87
values_51, 256, 36, 111, 37, 367, 73, 2271.67, 122669.94, 0.02, 54, 6815.00, 0.82
values_57, 244, 36, 108, 34, 352, 70, 2157.51, 123358.67, 0.02, 57.18, 6853.26, 0.83
values_88, 246, 36, 107, 34, 353, 70, 2163.64, 122563.67, 0.02, 56.65, 6809.09, 0.82
values_23, 236, 36, 99, 26, 335, 62, 1994.66, 136710.64, 0.01, 68.54, 7595.04, 0.88
values_45, 260, 36, 116, 40, 376, 76, 2349.22, 122629.32, 0.02, 52.20, 6812.74, 0.82
values_66, 272, 36, 122, 46, 394, 82, 2504.88, 119580.58, 0.02, 47.74, 6643.37, 0.81
values_36, 265, 36, 121, 44, 386, 80, 2440.26, 120793.08, 0.02, 49.50, 6710.73, 0.81
values_56, 253, 36, 110, 37, 363, 73, 2246.91, 120239.85, 0.02, 53.51, 6679.99, 0.81
values_26, 273, 36, 120, 45, 393, 81, 2491.56, 119594.93, 0.02, 48, 6644.16, 0.81
values_43, 241, 36, 103, 30, 344, 66, 2079.27, 128498.98, 0.02, 61.80, 7138.83, 0.85
values_52, 264, 36, 118, 45, 382, 81, 2421.82, 114310.03, 0.02, 47.20, 6350.56, 0.79
values_98, 249, 36, 107, 34, 356, 70, 2182.02, 123605.28, 0.02, 56.65, 6866.96, 0.83
values_61, 251, 36, 110, 34, 361, 70, 2212.67, 128855.56, 0.02, 58.24, 7158.64, 0.85
values_44, 271, 36, 123, 48, 394, 84, 2518.57, 116169.18, 0.02, 46.12, 6453.84, 0.79
values_68, 247, 36, 106, 33, 353, 69, 2156.31, 124673.87, 0.02, 57.82, 6926.33, 0.83
values_41, 263, 36, 118, 40, 381, 76, 2380.46, 126402.45, 0.02, 53.10, 7022.36, 0.84
values_85, 252, 36, 111, 38, 363, 74, 2254.03, 118514.61, 0.02, 52.58, 6584.14, 0.80
values_79, 236, 36, 99, 26, 335, 62, 1994.66, 136710.64, 0.01, 68.54, 7595.04, 0.88
values_71, 245, 36, 107, 32, 352, 68, 2142.79, 128968.99, 0.02, 60.19, 7164.94, 0.85
values_63, 259, 36, 114, 40, 373, 76, 2330.48, 119553.47, 0.02, 51.30, 6641.86, 0.81
values_20, 260, 36, 114, 41, 374, 77, 2343.78, 117303.24, 0.02, 50.05, 6516.85, 0.80
values_74, 271, 36, 124, 47, 395, 83, 2518.14, 119584.89, 0.02, 47.49, 6643.60, 0.81
values_72, 268, 36, 118, 42, 386, 78, 2426.17, 122694.64, 0.02, 50.57, 6816.37, 0.82
values_86, 261, 36, 116, 43, 377, 79, 2376.53, 115399.65, 0.02, 48.56, 6411.09, 0.79
values_75, 260, 36, 117, 43, 377, 79, 2376.53, 116394.47, 0.02, 48.98, 6466.36, 0.79
values_55, 254, 36, 112, 37, 366, 73, 2265.48, 123437.82, 0.02, 54.49, 6857.66, 0.83
values_14, 251, 36, 108, 35, 359, 71, 2207.76, 122625.25, 0.02, 55.54, 6812.51, 0.82
values_47, 235, 36, 99, 26, 334, 62, 1988.70, 136302.55, 0.01, 68.54, 7572.36, 0.88
values_91, 264, 36, 123, 49, 387, 85, 2480.43, 112075.13, 0.02, 45.18, 6226.40, 0.77
values_64, 256, 36, 114, 41, 370, 77, 2318.71, 116048.66, 0.02, 50.05, 6447.15, 0.79
values_11, 240, 36, 102, 29, 342, 65, 2059.65, 130397.14, 0.02, 63.31, 7244.29, 0.86
values_49, 251, 36, 109, 36, 360, 72, 2221.17, 121053.93, 0.02, 54.50, 6725.22, 0.82
values_62, 270, 36, 122, 47, 392, 83, 2499.02, 116762.51, 0.02, 46.72, 6486.81, 0.80
values_80, 257, 36, 114, 39, 371, 75, 2310.89, 121588.46, 0.02, 52.62, 6754.91, 0.82
values_39, 234, 36, 98, 25, 332, 61, 1969.00, 138932.98, 0.01, 70.56, 7718.50, 0.89
values_90, 237, 36, 99, 26, 336, 62, 2000.61, 137118.73, 0.01, 68.54, 7617.71, 0.89
values_53, 259, 36, 113, 39, 372, 75, 2317.12, 120846.75, 0.02, 52.15, 6713.71, 0.81
values_94, 245, 36, 103, 30, 348, 66, 2103.45, 129993.16, 0.02, 61.80, 7221.84, 0.86
values_7, 266, 36, 121, 47, 387, 83, 2467.14, 114328.33, 0.02, 46.34, 6351.57, 0.79
values_31, 235, 36, 99, 26, 334, 62, 1988.70, 136302.55, 0.01, 68.54, 7572.36, 0.88
values_93, 261, 36, 115, 41, 376, 77, 2356.31, 118965.01, 0.02, 50.49, 6609.17, 0.81
values_38, 256, 36, 113, 38, 369, 74, 2291.29, 122644.22, 0.02, 53.53, 6813.57, 0.82
values_58, 245, 36, 106, 33, 351, 69, 2144.09, 123967.51, 0.02, 57.82, 6887.08, 0.83
values_78, 255, 36, 111, 37, 366, 73, 2265.48, 122335.69, 0.02, 54, 6796.43, 0.82
values_50, 264, 36, 117, 40, 381, 76, 2380.46, 125331.24, 0.02, 52.65, 6962.85, 0.83
