id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,189,,2425044,0.000
values_84,558,,670,0.833
values_65,797,,855,0.932
values_96,870,,3530822107858469703,0.000
values_28,421,,21990232555962,0.000
values_54,1025,,9570149208163292,0.000
values_15,615,,597,1.030
values_87,1142,,385877098,0.000
values_59,579,,5181,0.112
values_5,84,,196708,0.000
values_92,915,,402654093,0.000
values_0,932,,795,1.172
values_77,666,,690,0.965
values_17,93,,112,0.830
values_12,316,,9895604650319,0.000
values_33,183,,181,1.011
values_25,704,,617,1.141
values_19,98,,114,0.860
values_97,152,,181,0.840
values_81,215,,210,1.024
values_8,641,,318767820,0.000
values_73,694,,90194313847,0.000
values_89,647,,7599824371188394,0.000
values_82,205,,211,0.972
values_34,575,,4420,0.130
values_70,159,,2199023255721,0.000
values_29,71,,1407374883553345,0.000
values_51,411,,421,0.976
values_57,279,,282,0.989
values_88,321,,60129542493,0.000
values_23,43,,458813,0.000
values_45,581,,557,1.043
values_66,808,,796,1.015
values_36,1006,,1002,1.004
values_56,473,,485,0.975
values_26,883,,1377096,0.001
values_43,152,,176,0.864
values_52,784,,1639217,0.000
values_98,321,,832,0.386
values_61,411,,1008806316530991500,0.000
values_44,1085,,1058,1.026
values_68,258,,286,0.902
values_41,715,,2163379,0.000
values_85,434,,438,0.991
values_79,29,,43,0.674
values_71,308,,7133701809754865959,0.000
values_63,552,,532,1.038
values_20,486,,481,1.010
values_74,952,,916,1.039
values_72,617,,598,1.032
values_86,643,,571,1.126
values_75,701,,1835672,0.000
values_55,440,,445,0.989
values_14,282,,4106,0.069
values_47,29,,43,0.674
values_91,1181,,7733,0.153
values_64,645,,144115188075856542,0.000
values_11,122,,132,0.924
values_49,362,,3096224743817576,0.000
values_62,1121,,6473924464346188,0.000
values_80,587,,1152921504606847580,0.000
values_39,20,,31,0.645
values_90,29,,43,0.674
values_53,558,,18691697672780,0.000
values_94,122,,129,0.946
values_7,884,,837,1.056
values_31,47,,4719772409484279869,0.000
values_93,560,,556,1.007
values_38,478,,472,1.013
values_58,257,,283,0.908
values_78,383,,1.000,
values_50,759,,804,0.944
values_3,1132,,1126,1.005
values_13,1039,,2377900603251622822,0.000
values_83,308,,328,0.939
values_1,154,,161,0.957
values_21,344,,562949953421592,0.000
values_32,835,,352322319,0.000
values_22,932,,854,1.091
values_9,182,,191,0.953
values_6,144,,162,0.889
values_76,216,,242,0.893
values_18,686,,628,1.092
values_16,591,,587,1.007
values_40,293,,299,0.980
values_2,239,,265,0.902
values_60,634,,5910974510924559,0.000
values_99,400,,387,1.034
values_48,825,,1966867,0.000
values_69,339,,338,1.003
values_46,975,,1585267068834415465,0.000
values_24,256,,3229810944,0.000
values_95,614,,684,0.898
values_42,112,,2533274790396029,0.000
values_37,1032,,989,1.043
values_10,697,,649,1.074
values_67,754,,750,1.005
values_35,20,,31,0.645
values_30,153,,1459,0.105
values_4,158,,137438953642,0.000
