values_27,23
values_84,7
values_65,22
values_96,15
values_28,20
values_54,8
values_15,20
values_87,21
values_59,20
values_5,10
values_92,15
values_0,15
values_77,3
values_17,16
values_12,28
values_33,10
values_25,18
values_19,14
values_97,19
values_81,3
values_8,10
values_73,6
values_89,19
values_82,20
values_34,28
values_70,24
values_29,4
values_51,10
values_57,5
values_88,18
values_23,21
values_45,9
values_66,2
values_36,20
values_56,20
values_26,12
values_43,19
values_52,12
values_98,5
values_61,20
values_44,23
values_68,8
values_41,2
values_85,27
values_79,5
values_71,2
values_63,12
values_20,4
values_74,23
values_72,6
values_86,8
values_75,16
values_55,3
values_14,27
values_47,27
values_91,18
values_64,18
values_11,10
values_49,14
values_62,27
values_80,20
values_39,14
values_90,2
values_53,23
values_94,6
values_7,19
values_31,3
values_93,16
values_38,4
values_58,16
values_78,28
values_50,3
values_3,23
values_13,13
values_83,10
values_1,14
values_21,2
values_32,27
values_22,27
values_9,15
values_6,26
values_76,14
values_18,16
values_16,6
values_40,25
values_2,16
values_60,22
values_99,24
values_48,7
values_69,20
values_46,7
values_24,25
values_95,18
values_42,21
values_37,22
values_10,21
values_67,27
values_35,3
values_30,20
values_4,15
