id,cInstr
values_27,0
values_84,0
values_65,0
values_96,0
values_28,1004
values_54,1758
values_15,3106
values_87,0
values_59,0
values_5,134
values_92,0
values_0,219
values_77,1233
values_17,0
values_12,2733
values_33,0
values_25,1758
values_19,0
values_97,1004
values_81,0
values_8,0
values_73,1233
values_89,0
values_82,2733
values_34,0
values_70,328
values_29,0
values_51,0
values_57,618
values_88,2733
values_23,2059
values_45,328
values_66,219
values_36,0
values_56,1233
values_26,134
values_43,0
values_52,0
values_98,1004
values_61,0
values_44,0
values_68,1758
values_41,0
values_85,0
values_79,0
values_71,328
values_63,794
values_20,328
values_74,2384
values_72,2059
values_86,0
values_75,0
values_55,0
values_14,618
values_47,0
values_91,0
values_64,1758
values_11,0
values_49,0
values_62,1481
values_80,0
values_39,0
values_90,0
values_53,0
values_94,328
values_7,0
values_31,0
values_93,0
values_38,618
values_58,0
values_78,0
values_50,0
values_3,0
values_13,2384
values_83,618
values_1,0
values_21,794
values_32,0
values_22,0
values_9,3106
values_6,2384
values_76,0
values_18,1233
values_16,0
values_40,1233
values_2,0
values_60,2733
values_99,0
values_48,0
values_69,0
values_46,0
values_24,2059
values_95,0
values_42,0
values_37,0
values_10,328
values_67,618
values_35,0
values_30,0
values_4,134
