id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,3394,,0,0
values_84,6200,,0,0
values_65,6603,,0,0
values_96,8782,,0,0
values_28,1534,,1004,1.528
values_54,2270,,1758,1.291
values_15,4137,,3106,1.332
values_87,8942,,0,0
values_59,5421,,0,0
values_5,141,,134,1.052
values_92,6200,,0,0
values_0,308,,219,1.406
values_77,1313,,1233,1.065
values_17,5070,,0,0
values_12,4016,,2733,1.469
values_33,5864,,0,0
values_25,2270,,1758,1.291
values_19,5864,,0,0
values_97,1534,,1004,1.528
values_81,6603,,0,0
values_8,8942,,0,0
values_73,1313,,1233,1.065
values_89,5864,,0,0
values_82,4016,,2733,1.469
values_34,5421,,0,0
values_70,431,,328,1.314
values_29,8782,,0,0
values_51,8782,,0,0
values_57,738,,618,1.194
values_88,4016,,2733,1.469
values_23,2928,,2059,1.422
values_45,431,,328,1.314
values_66,308,,219,1.406
values_36,6603,,0,0
values_56,1313,,1233,1.065
values_26,141,,134,1.052
values_43,5421,,0,0
values_52,3394,,0,0
values_98,1534,,1004,1.528
values_61,3762,,0,0
values_44,13476,,0,0
values_68,2270,,1758,1.291
values_41,5864,,0,0
values_85,6603,,0,0
values_79,5864,,0,0
values_71,431,,328,1.314
values_63,1289,,794,1.623
values_20,431,,328,1.314
values_74,2598,,2384,1.090
values_72,2928,,2059,1.422
values_86,5070,,0,0
values_75,13476,,0,0
values_55,8782,,0,0
values_14,738,,618,1.194
values_47,8782,,0,0
values_91,6200,,0,0
values_64,2270,,1758,1.291
values_11,6200,,0,0
values_49,5421,,0,0
values_62,1507,,1481,1.018
values_80,3762,,0,0
values_39,6200,,0,0
values_90,5070,,0,0
values_53,5070,,0,0
values_94,431,,328,1.314
values_7,8942,,0,0
values_31,8270,,0,0
values_93,3394,,0,0
values_38,738,,618,1.194
values_58,8270,,0,0
values_78,5864,,0,0
values_50,3394,,0,0
values_3,5070,,0,0
values_13,2598,,2384,1.090
values_83,738,,618,1.194
values_1,3394,,0,0
values_21,1289,,794,1.623
values_32,3762,,0,0
values_22,5734,,0,0
values_9,4137,,3106,1.332
values_6,2598,,2384,1.090
values_76,6603,,0,0
values_18,1313,,1233,1.065
values_16,6603,,0,0
values_40,1313,,1233,1.065
values_2,8782,,0,0
values_60,4016,,2733,1.469
values_99,8270,,0,0
values_48,13476,,0,0
values_69,6295,,0,0
values_46,3394,,0,0
values_24,2928,,2059,1.422
values_95,6603,,0,0
values_42,5421,,0,0
values_37,8942,,0,0
values_10,431,,328,1.314
values_67,738,,618,1.194
values_35,6200,,0,0
values_30,13476,,0,0
values_4,141,,134,1.052
