inputName,n,key,arr[n]
values_27,13,-113,"{38, 109, 32, -91, 20, -77, -116, 39, 38, 122, 25, 41, -119"
values_84,19,20,"{15, 22, 74, -28, 12, 55, 62, -44, -91, 85, -54, 95, 74, 124, -75, -71, 94, 87, 127"
values_65,2,-26,"{7, 103"
values_96,14,47,"{-22, -75, -21, 15, -12, -16, 49, 89, -6, -68, -21, 49, -57, 104"
values_28,13,26,"{64, 98, 75, 12, 36, -35, 10, -98, 9, -50, -117, 23, 43"
values_54,26,20,"{-27, 80, -30, -41, -97, -47, 93, 16, -115, 43, 30, -93, -103, 7, 16, 113, -96, -51, 41, -57, -3, 114, -64, 108, 68, 100"
values_15,6,-26,"{88, 109, -70, 116, 118, 20"
values_87,19,-113,"{-71, 23, 61, -116, 83, 16, 105, 57, -98, 51, -110, -42, -92, 71, -124, 102, 23, 17, -80"
values_59,26,60,"{1, -83, -60, -50, -38, 126, 12, -49, -25, 64, -43, -105, 60, -95, -32, 24, -48, 13, 90, -22, -79, 106, -95, 8, 109, 10"
values_5,13,-26,"{-41, -105, 126, -112, -51, -119, -31, 50, 125, 61, 78, -121, 11"
values_92,14,67,"{82, -30, 10, -61, 21, -82, -37, 20, -104, 44, -103, -57, 121, -27"
values_0,13,-109,"{-38, -85, 27, 83, 27, 50, 28, -67, -117, 90, -91, -56, 112"
values_77,8,-113,"{-52, -39, -79, -98, -71, -84, 52, -9"
values_17,6,-113,"{37, -86, 58, 93, -19, 113"
values_12,6,67,"{-38, -119, -14, -14, 73, -114"
values_33,25,-4,"{-94, -10, 31, 26, -43, 55, 95, 37, 93, 108, 28, 20, 72, -54, -49, -46, -50, -62, -110, -54, 113, 34, 97, 99, -52"
values_25,13,-26,"{70, -36, 108, 85, -42, 76, 92, 16, 24, -54, 84, -90, 13"
values_19,6,60,"{32, -118, 57, 110, 23, 96"
values_97,14,-113,"{-10, -23, 65, -17, -36, 124, -56, 20, -94, 114, 102, -79, -10, -127"
values_81,19,-41,"{-97, -62, -125, 70, 120, -68, 62, -86, -78, 106, 11, -125, -16, 50, -57, 11, -29, 49, -21"
values_8,13,26,"{-61, -55, -12, -33, -6, 70, -71, -1, 67, -11, -40, 45, -18"
