inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 160, 31, 52, 27, 212, 58, 1241.89, 37072.78, 0.03, 29.85, 2059.60, 0.37
values_84, 167, 31, 58, 33, 225, 64, 1350, 36777.27, 0.04, 27.24, 2043.18, 0.37
values_65, 145, 31, 41, 16, 186, 47, 1033.15, 41035.57, 0.03, 39.72, 2279.75, 0.40
values_96, 165, 31, 53, 27, 218, 58, 1277.04, 38855.12, 0.03, 30.43, 2158.62, 0.38
values_28, 159, 31, 52, 27, 211, 58, 1236.03, 36897.90, 0.03, 29.85, 2049.88, 0.37
values_54, 181, 31, 65, 37, 246, 68, 1497.52, 40776.95, 0.04, 27.23, 2265.39, 0.39
values_15, 150, 31, 45, 21, 195, 52, 1111.59, 36920.53, 0.03, 33.21, 2051.14, 0.37
values_87, 170, 31, 58, 32, 228, 63, 1362.82, 38286.72, 0.04, 28.09, 2127.04, 0.38
values_59, 182, 31, 65, 37, 247, 68, 1503.60, 40942.71, 0.04, 27.23, 2274.60, 0.40
values_5, 163, 31, 52, 28, 215, 59, 1264.77, 36407.26, 0.03, 28.79, 2022.63, 0.37
values_92, 164, 31, 53, 28, 217, 59, 1276.53, 37452.58, 0.03, 29.34, 2080.70, 0.37
values_0, 162, 31, 52, 27, 214, 58, 1253.61, 37422.52, 0.03, 29.85, 2079.03, 0.37
values_77, 158, 31, 47, 22, 205, 53, 1174.22, 38882.82, 0.03, 33.11, 2160.16, 0.38
values_17, 151, 31, 45, 20, 196, 51, 1111.80, 38773.86, 0.03, 34.88, 2154.10, 0.38
values_12, 153, 31, 45, 20, 198, 51, 1123.14, 39169.52, 0.03, 34.88, 2176.08, 0.38
values_33, 179, 31, 64, 39, 243, 70, 1489.42, 37884.63, 0.04, 25.44, 2104.70, 0.38
values_25, 160, 31, 52, 27, 212, 58, 1241.89, 37072.78, 0.03, 29.85, 2059.60, 0.37
values_19, 149, 31, 45, 21, 194, 52, 1105.89, 36731.19, 0.03, 33.21, 2040.62, 0.37
values_97, 166, 31, 53, 28, 219, 59, 1288.30, 37797.77, 0.03, 29.34, 2099.88, 0.38
values_81, 173, 31, 58, 31, 231, 62, 1375.42, 39887.16, 0.03, 29, 2215.95, 0.39
values_8, 165, 31, 52, 27, 217, 58, 1271.18, 37947.13, 0.03, 29.85, 2108.17, 0.38
