inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_84, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_65, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_96, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_28, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_54, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_15, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_87, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_59, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_5, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_92, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_0, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_77, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_17, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_12, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_33, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
values_25, 81, 12, 2, 12, 6, 0, 49, 2, 2, 1, 37, 14, 2, 2, 100.0
