id,cInstr
values_27,325
values_84,527
values_65,100
values_96,534
values_28,553
values_54,22
values_15,222
values_87,108
values_59,540
values_5,112
values_92,391
values_0,195
values_77,80
values_17,209
values_12,511
values_33,595
values_25,98
values_19,188
values_97,266
values_81,287
values_8,135
values_73,428
values_89,285
values_82,461
values_34,231
values_70,129
values_29,96
values_51,176
values_57,248
values_88,390
values_23,221
values_45,48
values_66,382
values_36,233
values_56,398
values_26,395
values_43,116
values_52,332
values_98,484
values_61,459
values_44,84
values_68,121
values_41,305
values_85,240
values_79,201
values_71,249
values_63,116
values_20,535
values_74,279
values_72,228
values_86,434
values_75,24
values_55,543
values_14,444
values_47,237
values_91,136
values_64,210
values_11,495
values_49,268
values_62,34
values_80,518
values_39,374
values_90,34
values_53,416
values_94,328
values_7,127
values_31,68
values_93,30
values_38,111
values_58,264
values_78,193
values_50,22
values_3,283
values_13,337
values_83,94
values_1,383
values_21,275
values_32,410
values_22,520
values_9,353
values_6,46
values_76,22
values_18,231
values_16,165
values_40,212
values_2,535
values_60,48
values_99,252
values_48,66
values_69,323
values_46,277
values_24,64
values_95,242
values_42,280
values_37,495
values_10,557
values_67,468
values_35,48
values_30,102
values_4,52
