id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,255,,325,0.785
values_84,399,,527,0.757
values_65,64,,100,0.640
values_96,430,,534,0.805
values_28,435,,553,0.787
values_54,11,,22,0.500
values_15,161,,222,0.725
values_87,70,,108,0.648
values_59,427,,540,0.791
values_5,70,,112,0.625
values_92,304,,391,0.777
values_0,142,,195,0.728
values_77,50,,80,0.625
values_17,158,,209,0.756
values_12,666,,511,1.303
values_33,450,,595,0.756
values_25,62,,98,0.633
values_19,133,,188,0.707
values_97,202,,266,0.759
values_81,202,,287,0.704
values_8,91,,135,0.674
values_73,322,,428,0.752
values_89,208,,285,0.730
values_82,350,,461,0.759
values_34,163,,231,0.706
values_70,90,,129,0.698
values_29,61,,96,0.635
values_51,127,,176,0.722
values_57,193,,248,0.778
values_88,289,,390,0.741
values_23,177,,221,0.801
values_45,28,,48,0.583
values_66,289,,382,0.757
values_36,229,,233,0.983
values_56,308,,398,0.774
values_26,304,,395,0.770
values_43,83,,116,0.716
values_52,250,,332,0.753
values_98,371,,484,0.767
values_61,348,,459,0.758
values_44,52,,84,0.619
values_68,81,,121,0.669
values_41,226,,305,0.741
values_85,179,,240,0.746
values_79,146,,201,0.726
values_71,188,,249,0.755
values_63,86,,116,0.741
values_20,458,,535,0.856
values_74,220,,279,0.789
values_72,173,,228,0.759
values_86,336,,434,0.774
values_75,11,,24,0.458
values_55,406,,543,0.748
values_14,346,,444,0.779
values_47,178,,237,0.751
values_91,97,,136,0.713
values_64,160,,210,0.762
values_11,380,,495,0.768
values_49,234,,268,0.873
values_62,19,,34,0.559
values_80,403,,518,0.778
values_39,282,,374,0.754
values_90,19,,34,0.559
values_53,328,,416,0.788
values_94,266,,328,0.811
values_7,88,,127,0.693
values_31,42,,68,0.618
values_93,16,,30,0.533
values_38,77,,111,0.694
values_58,197,,264,0.746
values_78,147,,193,0.762
values_50,11,,22,0.500
values_3,227,,283,0.802
values_13,278,,337,0.825
values_83,59,,94,0.628
values_1,514,,383,1.342
values_21,203,,275,0.738
values_32,320,,410,0.780
values_22,414,,520,0.796
values_9,510,,353,1.445
values_6,27,,46,0.587
values_76,11,,22,0.500
values_18,169,,231,0.732
values_16,120,,165,0.727
values_40,162,,212,0.764
values_2,411,,535,0.768
values_60,31,,48,0.646
values_99,201,,252,0.798
values_48,40,,66,0.606
values_69,247,,323,0.765
values_46,208,,277,0.751
values_24,39,,64,0.609
values_95,197,,242,0.814
values_42,202,,280,0.721
values_37,367,,495,0.741
values_10,430,,557,0.772
values_67,348,,468,0.744
values_35,28,,48,0.583
values_30,65,,102,0.637
values_4,25,,52,0.481
