id,clockCycles,assemblyInstr
values_27,255,
values_84,399,
values_65,64,
values_96,430,
values_28,435,
values_54,11,
values_15,161,
values_87,70,
values_59,427,
values_5,70,
values_92,304,
values_0,142,
values_77,50,
values_17,158,
values_12,666,
values_33,450,
values_25,62,
values_19,133,
values_97,202,
values_81,202,
values_8,91,
values_73,322,
values_89,208,
values_82,350,
values_34,163,
values_70,90,
values_29,61,
values_51,127,
values_57,193,
values_88,289,
values_23,177,
values_45,28,
values_66,289,
values_36,229,
values_56,308,
values_26,304,
values_43,83,
values_52,250,
values_98,371,
values_61,348,
values_44,52,
values_68,81,
values_41,226,
values_85,179,
values_79,146,
values_71,188,
values_63,86,
values_20,458,
values_74,220,
values_72,173,
values_86,336,
values_75,11,
values_55,406,
values_14,346,
values_47,178,
values_91,97,
values_64,160,
values_11,380,
values_49,234,
values_62,19,
values_80,403,
values_39,282,
values_90,19,
values_53,328,
values_94,266,
values_7,88,
values_31,42,
values_93,16,
values_38,77,
values_58,197,
values_78,147,
values_50,11,
values_3,227,
values_13,278,
values_83,59,
values_1,514,
values_21,203,
values_32,320,
values_22,414,
values_9,510,
values_6,27,
values_76,11,
values_18,169,
values_16,120,
values_40,162,
values_2,411,
values_60,31,
values_99,201,
values_48,40,
values_69,247,
values_46,208,
values_24,39,
values_95,197,
values_42,202,
values_37,367,
values_10,430,
values_67,348,
values_35,28,
values_30,65,
values_4,25,
