feature,avg
Column1,0.5464490441075609
BugsDelivered,0.09531088513684272
DistinctOperands,0.06752139364931238
DistinctOperators,0.05990237806333668
ProgramVolume,0.11055766890053687
TotalOperators,0.05742414745995907
Total_Operands,0.07209814384984645
VocabularySize,0.06911361388609356
DecisionPoint,0.28214618348731124
If,0.29794844833693745
Goto,0.18128782604239072
ExitPoint,0.1916317491995334
Function.1,0.1787272707946715
FunctionCall,0.18695127910438863
PointerDereferencing,0.6072957779392556
CyclomaticComplexity,0.4930918629823767
SyntacticallyReachableFunctions,0.17062056105268505
SemanticallyReachedFunctions,0.17844229014828256
SCALAR_INDEX_INPUT,0.16158478510726756
RANGE_SCALAR_INDEX_VALUES,0.12891771038140115
ARRAY_INPUT,0.8155113879877225
cInstr,0.10775580380431041
Bugs_Delivered,0.09938642389665298
SS_VAL_1,0.08689226892384352
