feature,avg
Column1,1.3756193456455672
BugsDelivered,0.05180079646775811
DifficultyLevel,0.20256734612136543
DistinctOperands,0.12948538736187898
DistinctOperators,0.5484933895046495
Effort,0.08671356284795284
ProgramLength,0.05734356857768234
ProgramVolume,0.061964084764998636
TimeToImplement,0.10312951040076461
TotalOperators,0.10992986633224747
Total_Operands,0.152261986399454
VocabularySize,0.06700986551415417
Sloc,0.9212349691481287
DecisionPoint,0.425386784548852
GlobalVariables,0.1177027603933308
If,0.37464107355560367
Loop,0.08093567625758373
Goto,0.3524470512437966
Assignment,0.09234609575650939
ExitPoint,0.13424928815605017
Function.1,0.1378809502996056
FunctionCall,0.08715538890787776
PointerDereferencing,0.45057384669884054
CyclomaticComplexity,0.48079895304879183
SyntacticallyReachableFunctions,0.12257099858077822
SemanticallyReachedFunctions,0.12415444502023407
SCALAR_INPUT,0.07161077495256912
ARRAY_INPUT,0.4315398045120868
RANGE_ARRAY_INPUT,0.0628733858065322
cInstr,0.5799723614902417
Bugs_Delivered,0.06118943796000398
SS_VAL_1,0.3022280358623092
V_VAL_1,0.1408650165858489
V_VAL_2,0.0948446222109329
V_VAL_4,0.1289020792331761
V_VAL_11,0.06580710916823439
V_VAL_12,0.061677886283794725
V_VAL_22,0.05269553118776325
M_VAL_11,0.10285755914774464
M_VAL_14,0.07463641593028107
M_VAL_16,0.051655967147613745
M_VAL_28,0.10147731206162003
