id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,212545,,256056,0.830
values_84,3093,,4101,0.754
values_65,32571,,47088,0.692
values_96,3093,,4101,0.754
values_28,31012,,36487,0.850
values_54,30935,,36350,0.851
values_15,259,,454,0.570
values_87,259,,456,0.568
values_59,2996,,3737,0.802
values_5,71694,,102413,0.700
values_92,1997,,3196,0.625
values_0,2533,,3418,0.741
values_77,192493,,187130,1.029
values_17,30950,,36697,0.843
values_12,71760,,101888,0.704
values_33,4314,,5259,0.820
values_25,56314,,80551,0.699
values_19,23915,,34943,0.684
values_97,56344,,80503,0.700
values_81,8267,,12455,0.664
values_8,3093,,4089,0.756
values_73,23951,,35260,0.679
values_89,56323,,80616,0.699
values_82,2274,,3060,0.743
values_34,3394,,4516,0.752
values_70,3709,,4868,0.762
values_29,3093,,4110,0.753
values_51,17368,,25940,0.670
values_57,212806,,256307,0.830
values_88,2274,,3057,0.744
values_23,66298,,78032,0.850
values_45,5458,,8377,0.652
values_66,547,,950,0.576
values_36,1101,,1790,0.615
values_56,541,,945,0.572
values_26,544,,953,0.571
values_43,1101,,1787,0.616
values_52,2533,,3373,0.751
values_98,12087,,18115,0.667
values_61,32472,,47092,0.690
values_44,4314,,5271,0.818
values_68,66102,,78579,0.841
values_41,3709,,4904,0.756
values_85,2274,,3057,0.744
values_79,544,,961,0.566
values_71,1110,,1810,0.613
values_63,212650,,256360,0.829
values_20,2274,,3066,0.742
values_74,192523,,188242,1.023
values_72,8225,,12405,0.663
values_86,3709,,4820,0.770
values_75,2274,,3066,0.742
values_55,3399,,5317,0.639
values_14,256,,451,0.568
values_47,2996,,3746,0.800
values_91,32478,,47314,0.686
values_64,30819,,37086,0.831
values_11,212728,,257333,0.827
values_49,43075,,61929,0.696
values_62,2274,,3075,0.740
values_80,212614,,256567,0.829
values_39,17347,,25586,0.678
values_90,3394,,4453,0.762
values_53,56335,,80454,0.700
values_94,3399,,5246,0.648
values_7,30789,,36337,0.847
values_31,12117,,18190,0.666
values_93,32577,,47263,0.689
values_38,3709,,4871,0.761
values_58,12099,,18150,0.667
values_78,43108,,61925,0.696
values_50,71685,,102108,0.702
values_3,3435,,5389,0.637
values_13,1997,,3192,0.626
values_83,107954,,127936,0.844
values_1,17392,,25740,0.676
values_21,8252,,12432,0.664
values_32,541,,933,0.580
values_22,71733,,102156,0.702
values_9,4314,,5313,0.812
values_6,1095,,1792,0.611
values_76,3394,,4459,0.761
values_18,23930,,35347,0.677
values_16,107660,,127595,0.844
values_40,66267,,78052,0.849
values_2,56383,,81459,0.692
values_60,23930,,35265,0.679
values_99,73,,206,0.354
values_48,3709,,4886,0.759
values_69,3093,,4068,0.760
values_46,107699,,129232,0.833
values_24,1104,,1803,0.612
values_95,8258,,12531,0.659
values_42,4314,,5262,0.820
values_37,2274,,3066,0.742
values_10,32565,,47079,0.692
values_67,547,,956,0.572
values_35,2533,,3400,0.745
values_30,43078,,61615,0.699
values_4,66262,,78155,0.848
