id,clockCycles,assemblyInstr
values_27,212545,
values_84,3093,
values_65,32571,
values_96,3093,
values_28,31012,
values_54,30935,
values_15,259,
values_87,259,
values_59,2996,
values_5,71694,
values_92,1997,
values_0,2533,
values_77,192493,
values_17,30950,
values_12,71760,
values_33,4314,
values_25,56314,
values_19,23915,
values_97,56344,
values_81,8267,
values_8,3093,
values_73,23951,
values_89,56323,
values_82,2274,
values_34,3394,
values_70,3709,
values_29,3093,
values_51,17368,
values_57,212806,
values_88,2274,
values_23,66298,
values_45,5458,
values_66,547,
values_36,1101,
values_56,541,
values_26,544,
values_43,1101,
values_52,2533,
values_98,12087,
values_61,32472,
values_44,4314,
values_68,66102,
values_41,3709,
values_85,2274,
values_79,544,
values_71,1110,
values_63,212650,
values_20,2274,
values_74,192523,
values_72,8225,
values_86,3709,
values_75,2274,
values_55,3399,
values_14,256,
values_47,2996,
values_91,32478,
values_64,30819,
values_11,212728,
values_49,43075,
values_62,2274,
values_80,212614,
values_39,17347,
values_90,3394,
values_53,56335,
values_94,3399,
values_7,30789,
values_31,12117,
values_93,32577,
values_38,3709,
values_58,12099,
values_78,43108,
values_50,71685,
values_3,3435,
values_13,1997,
values_83,107954,
values_1,17392,
values_21,8252,
values_32,541,
values_22,71733,
values_9,4314,
values_6,1095,
values_76,3394,
values_18,23930,
values_16,107660,
values_40,66267,
values_2,56383,
values_60,23930,
values_99,73,
values_48,3709,
values_69,3093,
values_46,107699,
values_24,1104,
values_95,8258,
values_42,4314,
values_37,2274,
values_10,32565,
values_67,547,
values_35,2533,
values_30,43078,
values_4,66262,
