Session: untitled,,,,,,,,,,,
Training Data: Virtex-7_Max_Freq    Observations: 1680,,,,,,,,,,,
"Predictors: 68    Predictor Names: Var1, FUNCTION, BugsDelivered, DistinctOperands, DistinctOperators, ProgramLength, ProgramLevel, ProgramVolume, TotalOperators, Goto, CoverageEstimation, SCALAR_INPUT, RANGE_SCALAR_VALUES, Bugs_Delivered, SV_VAL_1, SV_VAL_2, V_VAL_1, V_VAL_2, V_VAL_3, V_VAL_5, V_VAL_6, V_VAL_7, V_VAL_8, V_VAL_9, V_VAL_10, V_VAL_12, V_VAL_13, V_VAL_14, V_VAL_15, V_VAL_16, V_VAL_17, V_VAL_18, V_VAL_19, V_VAL_20, V_VAL_21, V_VAL_22, V_VAL_23, V_VAL_24, V_VAL_25, V_VAL_26, V_VAL_27, V_VAL_28, M_VAL_2, M_VAL_4, M_VAL_5, M_VAL_6, M_VAL_7, M_VAL_10, M_VAL_12, M_VAL_13, M_VAL_14, M_VAL_15, M_VAL_16, M_VAL_17, M_VAL_18, M_VAL_19, M_VAL_20, M_VAL_21, M_VAL_22, M_VAL_23, M_VAL_24, M_VAL_25, M_VAL_26, M_VAL_27, M_VAL_29, M_VAL_30, M_VAL_31, M_VAL_32",,,,,,,,,,,
Response Name: Max_Freq,,,,,,,,,,,
Validation: 10-fold cross-validation,,,,,,,,,,,
Test Data: Virtex-7_Max_Freq    Observations: 420,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Favorite,Model Number,Model Type,Status,RMSE (Validation),MSE (Validation),RSquared (Validation),MAE (Validation),MAE (Test),MSE (Test),RMSE (Test),RSquared (Test)
0,2,Linear Regression,Tested,10.8909400094908,118.612574290327,0.99987585770136,4.45119432605891,4.97002466857354,140.424820514319,11.8500979115921,0.999844488291454
0,3.1,Tree,Tested,9.81358573422114,96.3064649629086,0.999899203722658,3.04795209688608,3.13128825639959,104.74001943408,10.2342571510628,0.99988400697743
0,3.2,Tree,Tested,10.293478023811,105.955689826679,0.999889104650432,3.58616550288557,4.23160964128092,130.543070047768,11.425544628059,0.999855431712231
0,3.3,Tree,Tested,9.90294715195978,98.0683622945083,0.999897359685582,3.93355499458867,4.74088764991631,133.904610357298,11.5717159642509,0.999851709016521
0,4.1,SVM,Tested,608.766403550134,370596.534091365,0.612126236316457,272.908558151349,224.769258434896,215876.569428714,464.625192417194,0.760930197211648
0,4.2,SVM,Tested,294.294056104095,86608.9914582002,0.909353292879296,134.5478692382,128.030361850131,75333.6561271149,274.46977270205,0.916572686135898
0,4.3,SVM,Tested,115.111926245649,13250.7555639837,0.986131493526095,60.6661949042511,53.0253167029716,9841.08572278968,99.2022465612029,0.989101612883711
0,4.4,SVM,Tested,235.949061165048,55671.9594646678,0.941732610904896,79.5454557963632,54.0674005227666,17086.6309683672,130.715840541103,0.981077624557705
0,4.5,SVM,Tested,559.058142155477,312546.006310333,0.672883082705888,256.004262699119,229.9715381852,229284.106206553,478.836199766218,0.746082188547076
0,4.6,SVM,Tested,1006.25013018187,1012539.32449103,-0.0597439601825975,405.144761529098,383.731793832658,939407.465358106,969.230346903204,-0.0403350306862713
0,5.1,Kernel,Tested,1034.76483901294,1070738.27205747,-0.120656145695509,421.761806378822,396.393126440877,995605.803097588,997.80048261042,-0.102571175887049
0,5.2,Kernel,Tested,178.04900189011,31701.4470740643,0.966820629823266,97.9110222695694,92.2564216110914,26649.0152730899,163.245261104541,0.970487881835897
0,6.1,Ensemble,Tested,51.0410166327415,2605.18537890379,0.997273360743952,29.7338304742817,28.927943853367,2471.14158739951,49.7105782243529,0.997263365202045
0,6.2,Ensemble,Tested,26.1336914099099,682.969826708397,0.999285190084637,5.73458719268587,6.83038636311072,465.624981814377,21.5783452056541,0.999484349446212
0,7.1,Neural Network,Tested,15.1353265381172,229.078109415433,0.999760242257272,6.25613084521462,5.13109706630861,134.62309751764,11.6027194018316,0.999850913336915
0,7.2,Neural Network,Tested,22.1665637171271,491.356547025456,0.999485736385332,8.78664725872479,7.51529812088649,332.687519036688,18.2397236557106,0.999631569374218
0,7.3,Neural Network,Tested,22.3665684756766,500.263385377132,0.999476414309715,10.1695039499087,9.50887293586013,357.160439916565,18.8986888412018,0.999604467144533
0,7.4,Neural Network,Tested,18.4895590845196,341.863795139941,0.999642198497044,6.75803787605791,6.04691901154196,155.171777520867,12.4567964389271,0.999828156958634
0,7.5,Neural Network,Tested,317.691165077555,100927.676368334,0.894367070137873,77.0798355741422,6.68245827852558,227.175234553349,15.0723334143506,0.999748417632044
