id,clockCycles,assemblyInstr
values_27,301,
values_84,1733,
values_65,1176,
values_96,1288,
values_28,440,
values_54,544,
values_15,778,
values_87,2163,
values_59,134,
values_5,16,
values_92,957,
values_0,932,
values_77,373,
values_17,2182,
values_12,91,
values_33,2345,
values_25,898,
values_19,115,
values_97,61,
values_81,1027,
values_8,957,
values_73,2085,
values_89,626,
values_82,31,
values_34,16,
values_70,849,
values_29,75,
values_51,802,
values_57,130,
values_88,1962,
values_23,1957,
values_45,388,
values_66,431,
values_36,1698,
values_56,36,
values_26,480,
values_43,742,
values_52,438,
values_98,349,
values_61,1642,
values_44,1279,
values_68,1134,
values_41,2650,
values_85,352,
values_79,1205,
values_71,2340,
values_63,870,
values_20,2526,
values_74,439,
values_72,827,
values_86,1611,
values_75,535,
values_55,1316,
values_14,1074,
values_47,2230,
values_91,61,
values_64,1451,
values_11,232,
values_49,194,
values_62,2220,
values_80,80,
values_39,95,
values_90,67,
values_53,1348,
values_94,2317,
values_7,442,
values_31,65,
values_93,21,
values_38,53,
values_58,125,
values_78,1157,
values_50,154,
values_3,125,
values_13,11,
values_83,492,
values_1,776,
values_21,99,
values_32,1519,
values_22,91,
values_9,634,
values_6,1977,
values_76,632,
values_18,585,
values_16,538,
values_40,2019,
values_2,468,
values_60,448,
values_99,461,
values_48,2372,
values_69,167,
values_46,2143,
values_24,364,
values_95,117,
values_42,2336,
values_37,736,
values_10,621,
values_67,392,
values_35,173,
values_30,647,
values_4,1042,
