id,cInstr
values_27,428
values_84,2060
values_65,1542
values_96,1662
values_28,590
values_54,714
values_15,978
values_87,2670
values_59,214
values_5,38
values_92,1192
values_0,1196
values_77,536
values_17,2760
values_12,152
values_33,2882
values_25,1152
values_19,176
values_97,110
values_81,1310
values_8,1198
values_73,2638
values_89,790
values_82,54
values_34,24
values_70,1062
values_29,126
values_51,1056
values_57,174
values_88,2440
values_23,2568
values_45,542
values_66,572
values_36,2134
values_56,72
values_26,696
values_43,918
values_52,612
values_98,512
values_61,2106
values_44,1596
values_68,1486
values_41,3228
values_85,486
values_79,1568
values_71,2884
values_63,1144
values_20,3166
values_74,606
values_72,1022
values_86,2092
values_75,702
values_55,1712
values_14,1354
values_47,2670
values_91,96
values_64,1766
values_11,330
values_49,272
values_62,2722
values_80,116
values_39,146
values_90,96
values_53,1710
values_94,2862
values_7,590
values_31,86
values_93,28
values_38,94
values_58,188
values_78,1430
values_50,216
values_3,188
values_13,20
values_83,634
values_1,1046
values_21,168
values_32,1904
values_22,152
values_9,866
values_6,2494
values_76,794
values_18,798
values_16,678
values_40,2548
values_2,622
values_60,582
values_99,560
values_48,2828
values_69,250
values_46,2670
values_24,462
values_95,172
values_42,3014
values_37,930
values_10,796
values_67,520
values_35,254
values_30,884
values_4,1338
