inputName,n,key,arr[n]
values_27,21,-94,"{-59, -56, -77, 111, 126, -111, 114, 20, 20, 25, -76, 46, 36, 59, -60, 76, -16, -64, 118, 44, 93"
values_84,3,-100,"{-38, 46, 90"
values_65,20,-110,"{-8, -73, 50, 122, 93, -26, -126, -17, -48, 107, -104, -46, -36, -23, -71, 73, -14, -67, -78, 114"
values_96,22,-98,"{46, 52, 27, -9, -105, 13, 20, 58, -100, -119, 37, 104, 39, -127, 114, -81, -34, 124, 46, 49, 63, 70"
values_28,21,-61,"{-80, 65, 4, 124, -81, -102, -64, -93, 81, -45, -55, -25, -87, 112, 13, 14, 111, -115, -49, -77, 93"
values_54,14,-100,"{-111, -108, -16, 45, 78, -39, -21, -104, 42, -58, -122, 116, 80, 49"
values_15,17,-110,"{-83, 74, 2, -21, -9, 84, 46, -24, -121, 40, 2, 62, -50, 68, 86, 117, -79"
values_87,3,-94,"{-85, 20, 62"
values_59,14,120,"{-115, -29, -96, 67, 127, -66, -124, -87, -22, -30, -56, -27, -102, 54"
values_5,25,-110,"{122, -116, 46, 111, 81, 64, -77, -59, -112, 37, 116, 85, -113, 107, 44, 109, -5, -122, 95, 3, 17, -82, -100, -119, -26"
values_92,22,52,"{81, 98, -80, 14, -109, -89, -115, 80, -35, 28, 92, 47, -114, -38, -29, 1, 72, -30, 105, 58, -11, -107"
values_0,25,49,"{79, -21, 113, 124, -46, 96, 82, 16, -57, -117, -76, -84, -39, -112, -61, 78, -55, -45, -22, -76, 16, -99, -63, -39, -82"
values_77,11,-94,"{103, -80, 2, 87, -21, -109, -90, 3, 62, 46, -122"
values_17,17,-94,"{113, -78, 41, -2, -127, -69, 64, -106, -70, 48, 28, -21, -122, -122, -25, -36, -30"
values_12,17,52,"{124, -83, 96, -3, -94, 46, -33, 19, 58, 40, 46, 103, 74, -17, 49, -45, -88"
values_33,22,-34,"{115, -53, -115, 43, 74, 93, -21, 102, -114, -115, -29, -17, -114, 83, 110, 31, -45, 78, 84, -55, 0, -35"
values_25,21,-110,"{41, -112, 24, 11, -1, 4, -6, 118, -13, -74, -123, 43, 8, 125, -90, -40, 76, -112, -112, 76, -9"
values_19,17,120,"{-2, 25, 79, -116, -9, 115, 43, -46, -45, -117, 81, 15, 86, 37, -125, 108, 102"
values_97,22,-94,"{-13, -21, 107, -88, 92, -47, -126, 123, -72, -51, -57, 103, 21, -112, 50, -10, 7, -103, 20, -116, 123, -36"
values_81,3,47,"{-90, -125, -22"
values_8,25,-61,"{-78, -114, 126, 113, 105, -25, 25, 74, -116, 121, -59, 44, -58, -49, -35, -1, -68, -73, 37, -32, -21, -56, -50, 14, 27"
