id,cInstr
values_27,30
values_84,20
values_65,30
values_96,30
values_28,30
values_54,30
values_15,30
values_87,20
values_59,30
values_5,30
values_92,35
values_0,35
values_77,25
values_17,30
values_12,35
values_33,35
values_25,30
values_19,35
values_97,30
values_81,20
values_8,35
values_73,25
values_89,20
values_82,20
values_34,30
values_70,30
values_29,35
values_51,30
values_57,25
values_88,20
values_23,30
values_45,30
values_66,30
values_36,30
values_56,30
values_26,30
values_43,30
values_52,30
values_98,35
values_61,30
values_44,30
values_68,30
values_41,30
values_85,20
values_79,30
values_71,25
values_63,30
values_20,35
values_74,25
values_72,30
values_86,20
values_75,25
values_55,30
values_14,30
values_47,30
values_91,35
values_64,30
values_11,35
values_49,35
values_62,35
values_80,20
values_39,35
values_90,35
values_53,30
values_94,30
values_7,30
values_31,35
values_93,30
values_38,30
values_58,30
values_78,25
values_50,30
values_3,30
values_13,30
values_83,20
values_1,35
values_21,35
values_32,35
values_22,30
values_9,35
values_6,35
values_76,25
values_18,30
values_16,30
values_40,30
values_2,30
values_60,35
values_99,32
values_48,30
values_69,35
values_46,30
values_24,30
values_95,30
values_42,35
values_37,30
values_10,30
values_67,30
values_35,30
values_30,30
values_4,35
