inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_84, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_65, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_96, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_28, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_54, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_15, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_87, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_59, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_5, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_92, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_0, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_77, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_17, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_12, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_33, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_25, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_19, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_97, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_81, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_8, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_73, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_89, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_82, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_34, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_70, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_29, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_51, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_57, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_88, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_23, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_45, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_66, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_36, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_56, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_26, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_43, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_52, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_98, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_61, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_44, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_68, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_41, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_85, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_79, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_71, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_63, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_20, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_74, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_72, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_86, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_75, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_55, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_14, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_47, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_91, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_64, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_11, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_49, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_62, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_80, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_39, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_90, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_53, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_94, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_7, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_31, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_93, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_38, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_58, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_78, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_50, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_3, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_13, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_83, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_1, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_21, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_32, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_22, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_9, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_6, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_76, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_18, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_16, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_40, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_2, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_60, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_99, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_48, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_69, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_46, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_24, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_95, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_42, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_37, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_10, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_67, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_35, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_30, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
values_4, 17, 3, 2, 3, 1, 1, 7, 2, 2, 1, 2, 5, 2, 2, 100.0
