id,clockCycles,assemblyInstr
values_27,10,
values_84,6,
values_65,10,
values_96,10,
values_28,10,
values_54,10,
values_15,10,
values_87,6,
values_59,10,
values_5,10,
values_92,12,
values_0,12,
values_77,8,
values_17,10,
values_12,12,
values_33,12,
values_25,10,
values_19,12,
values_97,10,
values_81,6,
values_8,12,
values_73,8,
values_89,6,
values_82,6,
values_34,10,
values_70,10,
values_29,12,
values_51,10,
values_57,8,
values_88,6,
values_23,10,
values_45,10,
values_66,10,
values_36,10,
values_56,10,
values_26,10,
values_43,10,
values_52,10,
values_98,12,
values_61,10,
values_44,10,
values_68,10,
values_41,10,
values_85,6,
values_79,10,
values_71,8,
values_63,10,
values_20,12,
values_74,8,
values_72,10,
values_86,6,
values_75,8,
values_55,10,
values_14,10,
values_47,10,
values_91,12,
values_64,10,
values_11,12,
values_49,12,
values_62,12,
values_80,6,
values_39,12,
values_90,12,
values_53,10,
values_94,10,
values_7,10,
values_31,12,
values_93,10,
values_38,10,
values_58,10,
values_78,8,
values_50,10,
values_3,10,
values_13,10,
values_83,6,
values_1,12,
values_21,12,
values_32,12,
values_22,10,
values_9,12,
values_6,12,
values_76,8,
values_18,10,
values_16,10,
values_40,10,
values_2,10,
values_60,12,
values_99,12,
values_48,10,
values_69,12,
values_46,10,
values_24,10,
values_95,10,
values_42,12,
values_37,10,
values_10,10,
values_67,10,
values_35,10,
values_30,10,
values_4,12,
