id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,28,,81,0.346
values_84,25,,80,0.312
values_65,27,,89,0.303
values_96,27,,89,0.303
values_28,16,,52,0.308
values_54,24,,73,0.329
values_15,30,,85,0.353
values_87,22,,69,0.319
values_59,26,,82,0.317
values_5,30,,95,0.316
values_92,65,,145,0.448
values_0,20,,70,0.286
values_77,26,,87,0.299
values_17,37,,89,0.416
values_12,21,,62,0.339
values_33,18,,56,0.321
values_25,31,,92,0.337
values_19,19,,53,0.358
values_97,27,,89,0.303
values_81,36,,92,0.391
values_8,27,,84,0.321
values_73,24,,73,0.329
values_89,23,,81,0.284
values_82,23,,71,0.324
values_34,24,,78,0.308
values_70,29,,93,0.312
values_29,19,,58,0.328
values_51,33,,91,0.363
values_57,21,,72,0.292
values_88,22,,74,0.297
values_23,24,,73,0.329
values_45,31,,107,0.290
values_66,38,,101,0.376
values_36,26,,77,0.338
values_56,26,,77,0.338
values_26,27,,84,0.321
values_43,10,,30,0.333
values_52,32,,89,0.360
values_98,23,,81,0.284
values_61,27,,89,0.303
values_44,26,,87,0.299
values_68,28,,91,0.308
values_41,29,,98,0.296
values_85,24,,78,0.308
values_79,32,,94,0.340
values_71,30,,100,0.300
values_63,23,,71,0.324
values_20,16,,57,0.281
values_74,27,,89,0.303
values_72,40,,110,0.364
values_86,24,,73,0.329
values_75,29,,98,0.296
values_55,34,,93,0.366
values_14,27,,84,0.321
values_47,16,,52,0.308
values_91,37,,94,0.394
values_64,28,,86,0.326
values_11,23,,71,0.324
values_49,18,,61,0.295
values_62,32,,89,0.360
values_80,13,,46,0.283
values_39,20,,65,0.308
values_90,26,,72,0.361
values_53,18,,61,0.295
values_94,43,,111,0.387
values_7,17,,54,0.315
values_31,21,,67,0.313
values_93,27,,84,0.321
values_38,19,,63,0.302
values_58,26,,77,0.338
values_78,27,,89,0.303
values_50,25,,75,0.333
values_3,25,,80,0.312
values_13,25,,75,0.333
values_83,19,,63,0.302
values_1,35,,100,0.350
values_21,30,,100,0.300
values_32,21,,67,0.313
values_22,27,,94,0.287
values_9,20,,70,0.286
values_6,25,,75,0.333
values_76,32,,84,0.381
values_18,14,,48,0.292
values_16,30,,100,0.300
values_40,19,,63,0.302
values_2,15,,50,0.300
values_60,26,,77,0.338
values_99,25,,70,0.357
values_48,27,,84,0.321
values_69,25,,80,0.312
values_46,28,,76,0.368
values_24,41,,102,0.402
values_95,68,,156,0.436
values_42,34,,103,0.330
values_37,21,,67,0.313
values_10,25,,80,0.312
values_67,35,,90,0.389
values_35,31,,107,0.290
values_30,28,,101,0.277
values_4,28,,96,0.292
