id,clockCycles,assemblyInstr
values_27,28,
values_84,25,
values_65,27,
values_96,27,
values_28,16,
values_54,24,
values_15,30,
values_87,22,
values_59,26,
values_5,30,
values_92,65,
values_0,20,
values_77,26,
values_17,37,
values_12,21,
values_33,18,
values_25,31,
values_19,19,
values_97,27,
values_81,36,
values_8,27,
values_73,24,
values_89,23,
values_82,23,
values_34,24,
values_70,29,
values_29,19,
values_51,33,
values_57,21,
values_88,22,
values_23,24,
values_45,31,
values_66,38,
values_36,26,
values_56,26,
values_26,27,
values_43,10,
values_52,32,
values_98,23,
values_61,27,
values_44,26,
values_68,28,
values_41,29,
values_85,24,
values_79,32,
values_71,30,
values_63,23,
values_20,16,
values_74,27,
values_72,40,
values_86,24,
values_75,29,
values_55,34,
values_14,27,
values_47,16,
values_91,37,
values_64,28,
values_11,23,
values_49,18,
values_62,32,
values_80,13,
values_39,20,
values_90,26,
values_53,18,
values_94,43,
values_7,17,
values_31,21,
values_93,27,
values_38,19,
values_58,26,
values_78,27,
values_50,25,
values_3,25,
values_13,25,
values_83,19,
values_1,35,
values_21,30,
values_32,21,
values_22,27,
values_9,20,
values_6,25,
values_76,32,
values_18,14,
values_16,30,
values_40,19,
values_2,15,
values_60,26,
values_99,25,
values_48,27,
values_69,25,
values_46,28,
values_24,41,
values_95,68,
values_42,34,
values_37,21,
values_10,25,
values_67,35,
values_35,31,
values_30,28,
values_4,28,
