id,cInstr
values_27,81
values_84,80
values_65,89
values_96,89
values_28,52
values_54,73
values_15,85
values_87,69
values_59,82
values_5,95
values_92,145
values_0,70
values_77,87
values_17,89
values_12,62
values_33,56
values_25,92
values_19,53
values_97,89
values_81,92
values_8,84
values_73,73
values_89,81
values_82,71
values_34,78
values_70,93
values_29,58
values_51,91
values_57,72
values_88,74
values_23,73
values_45,107
values_66,101
values_36,77
values_56,77
values_26,84
values_43,30
values_52,89
values_98,81
values_61,89
values_44,87
values_68,91
values_41,98
values_85,78
values_79,94
values_71,100
values_63,71
values_20,57
values_74,89
values_72,110
values_86,73
values_75,98
values_55,93
values_14,84
values_47,52
values_91,94
values_64,86
values_11,71
values_49,61
values_62,89
values_80,46
values_39,65
values_90,72
values_53,61
values_94,111
values_7,54
values_31,67
values_93,84
values_38,63
values_58,77
values_78,89
values_50,75
values_3,80
values_13,75
values_83,63
values_1,100
values_21,100
values_32,67
values_22,94
values_9,70
values_6,75
values_76,84
values_18,48
values_16,100
values_40,63
values_2,50
values_60,77
values_99,70
values_48,84
values_69,80
values_46,76
values_24,102
values_95,156
values_42,103
values_37,67
values_10,80
values_67,90
values_35,107
values_30,101
values_4,96
