values_27,8
values_84,13
values_65,15
values_96,6
values_28,22
values_54,20
values_15,19
values_87,7
values_59,17
values_5,6
values_92,10
values_0,4
values_77,5
values_17,6
values_12,23
values_33,15
values_25,18
values_19,20
values_97,5
values_81,3
values_8,16
values_73,25
values_89,12
values_82,14
values_34,14
values_70,18
values_29,23
values_51,3
values_57,15
values_88,6
values_23,22
values_45,10
values_66,15
values_36,7
values_56,18
values_26,14
values_43,27
values_52,18
values_98,13
values_61,12
values_44,18
values_68,3
values_41,13
values_85,12
values_79,21
values_71,9
values_63,9
values_20,26
values_74,2
values_72,21
values_86,7
values_75,20
values_55,19
values_14,6
values_47,10
values_91,27
values_64,21
values_11,28
values_49,27
values_62,4
values_80,11
values_39,12
values_90,27
values_53,6
values_94,11
values_7,9
values_31,17
values_93,14
values_38,15
values_58,17
values_78,23
values_50,9
values_3,6
values_13,21
values_83,9
values_1,23
values_21,28
values_32,17
values_22,19
values_9,21
values_6,2
values_76,15
values_18,5
values_16,18
values_40,6
values_2,19
values_60,8
values_99,26
values_48,23
values_69,15
values_46,9
values_24,19
values_95,20
values_42,20
values_37,19
values_10,16
values_67,7
values_35,7
values_30,5
values_4,23
