feature,avg
Column1,0.3338732980252943
DifficultyLevel,0.11172560169365733
Total_Operands,0.31613396553745654
Sloc,0.2159509167071086
If,0.05973604479991157
Loop,0.10463549719817959
Assignment,0.45239607509198165
Function.1,0.05841805009691377
FunctionCall,0.05597337624217822
CyclomaticComplexity,0.23151544478026972
ARRAY_INPUT,0.4826394352092902
SS_VAL_1,0.051032658492550634
M_VAL_3,0.07993678228750604
M_VAL_8,0.14586156401179534
M_VAL_9,0.09224864266587511
M_VAL_11,0.06856379876377398
M_VAL_28,0.05284740230654946
