feature,avg
Column1,1.4175631521121514
BugsDelivered,0.07734687188525649
DifficultyLevel,0.1329360857742024
DistinctOperands,0.09274340577598118
DistinctOperators,0.2319682398165785
Effort,0.10134492904353454
ProgramLength,0.23295261611547008
ProgramVolume,0.08148427585325423
TimeToImplement,0.13058137907435924
TotalOperators,0.15445644397985683
Total_Operands,0.2109019737114269
VocabularySize,0.11499946020236548
Sloc,0.158989210138577
DecisionPoint,0.10157876425758963
GlobalVariables,0.10415985750573598
If,0.09457608376515754
Loop,1.4914425175190225
Goto,0.06870856410049662
Assignment,0.6280827283308914
ExitPoint,0.21679558580954952
Function.1,0.16856644781955385
FunctionCall,0.19407335680593824
PointerDereferencing,0.07352356048108546
CyclomaticComplexity,0.5048518618236602
SyntacticallyReachableFunctions,0.20288281700848984
SemanticallyReachedFunctions,0.21679689594702536
SCALAR_INPUT,0.2551342454975242
RANGE_SCALAR_VALUES,0.260892589105106
ARRAY_INPUT,0.6792334532456558
RANGE_ARRAY_INPUT,0.0958270774864318
cInstr,0.24352775620960138
Bugs_Delivered,0.06735366509704525
SS_VAL_1,0.09436088701258606
M_VAL_8,0.11008986788638657
M_VAL_11,0.4401088619293496
M_VAL_17,0.07231909412682383
M_VAL_25,0.14067212618584685
