inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 1199, 36, 709, 141, 1908, 177, 14248.19, 1289612.90, 0.01, 90.51, 71645.16, 3.95
values_84, 457, 36, 233, 87, 690, 123, 4790.34, 230927.18, 0.02, 48.21, 12829.29, 1.25
values_65, 972, 36, 574, 138, 1546, 174, 11506.79, 861508.41, 0.01, 74.87, 47861.58, 3.02
values_96, 936, 36, 533, 138, 1469, 174, 10933.68, 760128.73, 0.01, 69.52, 42229.37, 2.78
values_28, 341, 36, 158, 42, 499, 78, 3136.42, 212380.15, 0.01, 67.71, 11798.90, 1.19
values_54, 1194, 36, 709, 140, 1903, 176, 14195.30, 1294002.84, 0.01, 91.16, 71889.05, 3.96
values_15, 313, 36, 142, 28, 455, 64, 2730, 249210, 0.01, 91.29, 13845, 1.32
values_87, 743, 36, 422, 126, 1165, 162, 8550.93, 515498.64, 0.02, 60.29, 28638.81, 2.14
values_59, 912, 36, 533, 132, 1445, 168, 10681.90, 776379.82, 0.01, 72.68, 43132.21, 2.82
values_5, 1418, 36, 862, 141, 2280, 177, 17026.14, 1873599.99, 0.01, 110.04, 104088.89, 5.07
values_92, 1491, 36, 917, 140, 2408, 176, 17962.31, 2117756.51, 0.01, 117.90, 117653.14, 5.50
values_0, 754, 36, 422, 126, 1176, 162, 8631.66, 520366.01, 0.02, 60.29, 28909.22, 2.16
values_77, 534, 36, 277, 109, 811, 145, 5822.91, 266357.90, 0.02, 45.74, 14797.66, 1.38
values_17, 336, 36, 158, 41, 494, 77, 3095.79, 214742.29, 0.01, 69.37, 11930.13, 1.20
values_12, 605, 36, 329, 121, 934, 157, 6813.18, 333451.46, 0.02, 48.94, 18525.08, 1.60
values_33, 316, 36, 142, 28, 458, 64, 2748, 250853.14, 0.01, 91.29, 13936.29, 1.33
values_25, 983, 36, 574, 139, 1557, 175, 11601.54, 862353.00, 0.01, 74.33, 47908.50, 3.02
values_19, 371, 36, 182, 57, 553, 93, 3616.15, 207833.74, 0.02, 57.47, 11546.32, 1.17
values_97, 329, 36, 149, 34, 478, 70, 2929.80, 231109.30, 0.01, 78.88, 12839.41, 1.26
values_81, 489, 36, 254, 103, 743, 139, 5289.37, 234786.55, 0.02, 44.39, 13043.70, 1.27
values_8, 448, 36, 233, 92, 681, 128, 4767, 217313.02, 0.02, 45.59, 12072.95, 1.20
values_73, 384, 36, 182, 59, 566, 95, 3718.54, 206473.41, 0.02, 55.53, 11470.75, 1.16
values_89, 1496, 36, 917, 141, 2413, 177, 18019.33, 2109412.04, 0.01, 117.06, 117189.56, 5.48
values_82, 1520, 36, 917, 140, 2437, 176, 18178.63, 2143261.05, 0.01, 117.90, 119070.06, 5.54
values_34, 359, 36, 169, 45, 528, 81, 3347.44, 226287.00, 0.01, 67.60, 12571.50, 1.24
values_70, 649, 36, 358, 124, 1007, 160, 7373.18, 383167.60, 0.02, 51.97, 21287.09, 1.76
values_29, 982, 36, 574, 137, 1556, 173, 11568.28, 872434.19, 0.01, 75.42, 48468.57, 3.04
values_51, 655, 36, 358, 122, 1013, 158, 7398.73, 390798.49, 0.02, 52.82, 21711.03, 1.78
values_57, 307, 36, 137, 22, 444, 58, 2600.94, 291542.13, 0.01, 112.09, 16196.78, 1.47
values_88, 861, 36, 494, 134, 1355, 170, 10039.72, 666218.15, 0.02, 66.36, 37012.12, 2.54
values_23, 1513, 36, 917, 140, 2430, 176, 18126.42, 2137104.78, 0.01, 117.90, 118728.04, 5.53
values_45, 1269, 36, 758, 139, 2027, 175, 15103.60, 1482543.78, 0.01, 98.16, 82363.54, 4.33
values_66, 427, 36, 214, 79, 641, 115, 4387.96, 213954.67, 0.02, 48.76, 11886.37, 1.19
values_36, 563, 36, 302, 115, 865, 151, 6261.22, 295965.15, 0.02, 47.27, 16442.51, 1.48
values_56, 739, 36, 422, 128, 1161, 164, 8542.12, 506921.31, 0.02, 59.34, 28162.29, 2.12
values_26, 404, 36, 197, 70, 601, 106, 4043.48, 204831.15, 0.02, 50.66, 11379.51, 1.16
values_43, 699, 36, 389, 125, 1088, 161, 7976.04, 446785.72, 0.02, 56.02, 24821.43, 1.95
values_52, 328, 36, 149, 33, 477, 69, 2913.77, 236809.72, 0.01, 81.27, 13156.10, 1.28
values_98, 398, 36, 197, 67, 595, 103, 3978.47, 210561.89, 0.02, 52.93, 11697.88, 1.18
values_61, 805, 36, 457, 135, 1262, 171, 9361.33, 570417.03, 0.02, 60.93, 31689.84, 2.29
values_44, 340, 36, 158, 39, 498, 75, 3101.95, 226203.86, 0.01, 72.92, 12566.88, 1.24
values_68, 766, 36, 422, 129, 1188, 165, 8751.19, 515302.68, 0.02, 58.88, 28627.93, 2.14
values_41, 522, 36, 277, 99, 799, 135, 5654.38, 284774.92, 0.02, 50.36, 15820.83, 1.44
values_85, 523, 36, 277, 107, 800, 143, 5727.90, 266909.30, 0.02, 46.60, 14828.29, 1.38
values_79, 1118, 36, 662, 139, 1780, 175, 13263.16, 1137005.50, 0.01, 85.73, 63166.97, 3.63
