id,cInstr
values_27,7168
values_84,1361
values_65,5600
values_96,5158
values_28,389
values_54,7335
values_15,175
values_87,3687
values_59,5095
values_5,9143
values_92,9773
values_0,3691
values_77,1928
values_17,392
values_12,2554
values_33,177
values_25,5596
values_19,693
values_97,273
values_81,1627
values_8,1356
values_73,714
values_89,9905
values_82,9901
values_34,537
values_70,2913
values_29,5600
values_51,2948
values_57,104
values_88,4607
values_23,9858
values_45,7903
values_66,1094
values_36,2251
values_56,3734
values_26,891
values_43,3314
values_52,273
values_98,882
values_61,4068
values_44,392
values_68,3754
values_41,1904
values_85,1897
values_79,6774
values_71,8511
values_63,1123
values_20,2928
values_74,172
values_72,9042
values_86,4650
values_75,5618
values_55,5623
values_14,2877
values_47,902
values_91,6117
values_64,9170
values_11,3756
values_49,9115
values_62,702
values_80,275
values_39,7234
values_90,1125
values_53,104
values_94,180
values_7,106
values_31,5601
values_93,715
values_38,905
values_58,6164
values_78,702
values_50,396
values_3,902
values_13,7257
values_83,539
values_1,538
values_21,4169
values_32,1644
values_22,1357
values_9,4549
values_6,3642
values_76,1625
values_18,1632
values_16,8616
values_40,7268
values_2,4164
values_60,2916
values_99,2221
values_48,1117
values_69,8529
values_46,1344
values_24,388
values_95,4569
values_42,7302
values_37,9187
values_10,9108
values_67,2945
values_35,5095
values_30,8555
values_4,539
