id,clockCycles,assemblyInstr
values_27,997,
values_84,60,
values_65,822,
values_96,302,
values_28,663,
values_54,103,
values_15,675,
values_87,759,
values_59,798,
values_5,184,
values_92,286,
values_0,302,
values_77,14,
values_17,386,
values_12,1247,
values_33,204,
values_25,629,
values_19,346,
values_97,790,
values_81,21,
values_8,203,
values_73,76,
values_89,644,
values_82,660,
values_34,1275,
values_70,933,
values_29,40,
values_51,139,
values_57,52,
values_88,592,
values_23,671,
values_45,114,
values_66,9,
values_36,698,
values_56,599,
values_26,262,
values_43,581,
values_52,305,
values_98,50,
values_61,749,
values_44,966,
values_68,91,
values_41,11,
values_85,1085,
values_79,57,
values_71,11,
values_63,238,
values_20,41,
values_74,809,
values_72,63,
values_86,123,
values_75,446,
values_55,21,
values_14,1339,
values_47,1141,
values_91,407,
values_64,466,
values_11,162,
values_49,381,
values_62,960,
values_80,760,
values_39,386,
values_90,11,
values_53,661,
values_94,82,
values_7,601,
values_31,14,
values_93,392,
values_38,29,
values_58,302,
values_78,1542,
values_50,22,
values_3,1031,
values_13,344,
values_83,247,
values_1,321,
values_21,11,
values_32,1371,
values_22,1127,
values_9,325,
values_6,1056,
values_76,282,
values_18,417,
values_16,55,
values_40,865,
values_2,369,
values_60,846,
values_99,1073,
values_48,87,
values_69,481,
values_46,106,
values_24,1090,
values_95,484,
values_42,659,
values_37,876,
values_10,584,
values_67,981,
values_35,14,
values_30,742,
values_4,351,
