id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,997,,582,1.713
values_84,60,,1.000,
values_65,822,,489,1.681
values_96,302,,207,1.459
values_28,663,,402,1.649
values_54,103,,81,1.272
values_15,675,,411,1.642
values_87,759,,456,1.664
values_59,798,,474,1.684
values_5,184,,132,1.394
values_92,286,,198,1.444
values_0,302,,204,1.480
values_77,14,,21,0.667
values_17,386,,249,1.550
values_12,1247,,720,1.732
values_33,204,,144,1.417
values_25,629,,384,1.638
values_19,346,,225,1.538
values_97,790,,462,1.710
values_81,21,,24,0.875
values_8,203,,144,1.410
values_73,76,,66,1.152
values_89,644,,390,1.651
values_82,660,,402,1.642
values_34,1275,,738,1.728
values_70,933,,552,1.690
values_29,40,,39,1.026
values_51,139,,105,1.324
values_57,52,,48,1.083
values_88,592,,360,1.644
values_23,671,,408,1.645
values_45,114,,102,1.118
values_66,9,,15,0.600
values_36,698,,426,1.638
values_56,599,,369,1.623
values_26,262,,177,1.480
values_43,581,,357,1.627
values_52,305,,201,1.517
values_98,50,,45,1.111
values_61,749,,444,1.687
values_44,966,,567,1.704
values_68,91,,78,1.167
values_41,11,,18,0.611
values_85,1085,,633,1.714
values_79,57,,51,1.118
values_71,11,,18,0.611
values_63,238,,165,1.442
values_20,41,,42,0.976
values_74,809,,492,1.644
values_72,63,,57,1.105
values_86,123,,96,1.281
values_75,446,,276,1.616
values_55,21,,24,0.875
values_14,1339,,762,1.757
values_47,1141,,660,1.729
values_91,407,,264,1.542
values_64,466,,303,1.538
values_11,162,,123,1.317
values_49,381,,246,1.549
values_62,960,,570,1.684
values_80,760,,450,1.689
values_39,386,,246,1.569
values_90,11,,18,0.611
values_53,661,,408,1.620
values_94,82,,66,1.242
values_7,601,,369,1.629
values_31,14,,21,0.667
values_93,392,,258,1.519
values_38,29,,36,0.806
values_58,302,,210,1.438
values_78,1542,,873,1.766
values_50,22,,27,0.815
values_3,1031,,597,1.727
values_13,344,,228,1.509
values_83,247,,168,1.470
values_1,321,,210,1.529
values_21,11,,18,0.611
values_32,1371,,780,1.758
values_22,1127,,657,1.715
values_9,325,,219,1.484
values_6,1056,,621,1.700
values_76,282,,198,1.424
values_18,417,,264,1.580
values_16,55,,51,1.078
values_40,865,,522,1.657
values_2,369,,243,1.519
values_60,846,,501,1.689
values_99,1073,,621,1.728
values_48,87,,72,1.208
values_69,481,,309,1.557
values_46,106,,84,1.262
values_24,1090,,633,1.722
values_95,484,,306,1.582
values_42,659,,408,1.615
values_37,876,,522,1.678
values_10,584,,366,1.596
values_67,981,,582,1.686
values_35,14,,21,0.667
values_30,742,,438,1.694
values_4,351,,228,1.539
