ExtraTreesRegressor,GradientBoostingRegressor,AdaBoostRegressor,RandomForestRegressor,sum,avg
0.001156231205201091,0.003001360232105531,0.003456035612512187,0.002123480969680426,3.1589875417086253,0.6317975083417251
0.0004669877851092609,0.0001089683311660435,2.3015044443284425e-06,0.00016276569474278171,0.07671345099962057,0.015342690199924115
9.728506294133223e-05,0.0001627657241937366,1.9252056621049654e-06,0.0002539657465744968,0.1652828819099945,0.033056576381998895
0.0005250906832547745,0.004563221079321024,0.000759123247816217,0.0010929221827437297,0.10973191761928755,0.02194638352385751
0.0022602542986693707,0.0007245771415091217,0.0022205543770237425,0.0029727287196886325,0.039258202526611594,0.007851640505322319
0.0004114080964392318,3.078153771408685e-05,1.4460441735546114e-06,0.00013756462472474368,0.11917528035492939,0.023835056070985877
0.00606816709012947,0.00022190637342410513,2.641742669461485e-05,0.0002776029159122681,0.10998962299530154,0.02199792459906031
2.936931655136891e-05,1.2721661818437346e-07,0.0,1.4253119130495633e-06,0.027308878717359285,0.005461775743471857
0.00040180463402299043,0.00015707789833041596,3.9801416716269444e-06,0.00022208660802523213,0.08038291398427373,0.016076582796854748
0.0002788396504394429,0.00016071888196409945,0.00019354791632555303,0.0022000042326350863,0.1150910111586972,0.02301820223173944
0.0063930875521695995,0.00022521485654101146,3.4515045810637914e-05,0.00013792444681052677,0.05982787823916712,0.011965575647833423
0.0004828874528129388,0.010267897094527552,1.967962044293464e-06,0.00017635884762766009,2.386790855332287,0.47735817106645745
0.0006240321121707248,0.0008818764230582102,0.0010858020330093384,0.0012054598214632617,0.14397727275023234,0.02879545455004647
0.00903161364155044,0.0359230543219166,0.05521056444107382,0.0030019131798171856,0.254082383501039,0.0508164767002078
0.016563886534327846,0.00015556183193654046,0.0035194569935089424,0.012900099271095665,0.29173420391037225,0.05834684078207445
0.008065392416204862,0.0064514341562032585,0.008107114276436274,0.011904619497304578,0.07625435300951845,0.01525087060190369
0.01390774633325524,0.007748182541929456,0.0010755852198099636,0.013613382775797994,0.17033270726345728,0.03406654145269146
0.011169990188962997,0.030164665755294192,0.0283797155217266,0.04788113065714087,0.6298687916761053,0.12597375833522106
0.01375059310075731,0.018032913200392377,0.010596587050836931,0.012708952770622076,0.10612347915273687,0.021224695830547376
0.006145407617656326,0.0355197155376945,0.026966472638942734,0.004709363649416649,1.4924189445922347,0.29848378891844696
0.16128703388018184,0.03954333069283897,0.08772239072659796,0.1656158701378548,0.0798430771244832,0.01596861542489664
0.15051283297229687,0.1233549537610579,0.1356467626107601,0.1576671636372959,0.10899913188886327,0.021799826377772655
0.11567319133962223,0.14043128268612742,0.10359469545807655,0.10575664853163436,0.09359489621643911,0.018718979243287824
0.008316681060469962,0.03525174428769074,0.05806863891756085,0.013376803162590637,0.3009460134351909,0.06018920268703818
0.022234088417645844,0.171305741895117,0.22476531967560986,0.11391165486940268,0.21450244514133968,0.04290048902826794
0.1409080562467811,0.1475116759731376,0.06408045848790347,0.12153464588153322,0.10504708339316868,0.021009416678633736
0.12490854232522293,0.12616112970087137,0.06958955713964445,0.09113271532610116,0.09070159019113501,0.018140318038227
0.0,1.8060989131540476e-08,0.0,9.626876726156595e-08,0.0002559505138741603,5.1190102774832064e-05
0.07220122935615153,0.013757288663495489,0.022325937588924274,0.06766714053095906,0.027067019503140752,0.005413403900628151
0.0683928801153084,0.024554183751186225,0.015985522586437872,0.04396877062844791,0.02147504127190704,0.004295008254381408
0.0038938863052563172,0.0,0.007879203525130352,4.60761151866409e-05,0.015091691217346617,0.0030183382434693234
0.0017745272383485325,0.0028183395685889936,0.007589338275834413,2.414872904093459e-05,0.027724789069755208,0.005544957813951042
0.003611484750226397,0.011354671991936318,0.00836773091229736,0.00011418041135173231,2.2943083405499918,0.45886166810999834
0.00026348832588602827,3.811250686962441e-06,0.0,4.907490167678135e-05,0.038720166031932644,0.0077440332063865285
0.00015422829313206272,0.0003206806328566856,2.5315232272971077e-06,6.384329944509182e-05,0.2559687762115635,0.0511937552423127
0.0003757620221174192,0.000148478251859248,8.361573697645497e-05,0.00020548199253885068,0.06813184444263612,0.013626368888527224
0.0002086098727029441,0.00783173756620798,0.0044977626610449885,0.00018802831460386823,0.09354845514633447,0.018709691029266895
0.0,8.283425766395811e-08,0.0,4.4728446852047874e-07,4.5222953580549554e-05,9.044590716109911e-06
0.0,0.0,0.0,0.0,0.0,0.0
1.0164471860248174e-06,8.80579523994238e-06,0.0,2.070803908061528e-05,0.011368606149107518,0.0022737212298215037
7.9396673685386e-06,0.00014934569508109495,0.0,7.812708228668508e-06,0.009046269492752152,0.0018092538985504305
4.264830498300917e-06,9.659749435427065e-06,0.0,3.323448223698393e-05,0.04725240241883712,0.009450480483767423
1.9033058438135535e-06,7.385152971782181e-06,0.0,5.2072410968250676e-06,0.007498136928285122,0.0014996273856570244
7.137473383155347e-06,9.207046529770876e-06,0.0,3.499346852514978e-05,0.06544592223131739,0.013089184446263478
1.8189587725881466e-05,1.2146824341277415e-06,0.0,1.6027247906138086e-05,0.0033922828840058893,0.0006784565768011778
