ExtraTreesRegressor,GradientBoostingRegressor,AdaBoostRegressor,RandomForestRegressor,sum,avg
0.00023014472510489136,0.0002887889516119095,0.0,0.0002701737641939753,0.02847011753283227,0.005694023506566454
0.00025326692951721427,0.0003240028411037653,0.0004552035007177265,0.0001707613196640327,0.1664751516884381,0.03329503033768762
0.00012401215619504442,0.00024069920335164215,0.0,0.0003624304595862385,0.14335876278826262,0.028671752557652523
0.0006645707595341153,0.0014431778453699838,0.0018545156475261852,0.0018260074841575408,0.20436223017162605,0.04087244603432521
0.002203859653631944,0.007359365696814264,0.0030348732253207026,0.0038411412016220317,0.04556781834610219,0.009113563669220438
0.00012869433838158363,3.7468223372804446e-05,0.000607031646188798,0.0004060909765188823,0.1110418578432433,0.02220837156864866
0.0002360092074742925,0.00018378332928815298,0.0004536990075171391,0.00020719342937595422,0.1944649590440347,0.03889299180880694
3.7445671729671254e-05,1.2151458637163193e-08,0.0,3.823324740322828e-06,0.04658052192775778,0.009316104385551556
0.00032111961950696306,0.00025205672557403934,2.6098075530324325e-05,0.0001684762462928304,0.19638850427121737,0.03927770085424347
0.00015724088811232934,0.00018266086257590194,0.0007601606833299581,0.00024987494512750493,0.11608114292426558,0.023216228584853116
0.00033977979412011755,0.00040320506655082275,0.000358259036238946,0.00015681885726809102,0.11422350149011555,0.02284470029802311
0.0002475559825251408,0.0005111708037892262,1.7126614472943585e-05,0.0001798916895329668,0.2766830027892724,0.05533660055785448
0.0009556660531983346,0.0016789064655030833,0.0024723559207594564,0.0015781974359751884,0.14279549213559017,0.028559098427118033
0.028675708760550922,0.3784608736699365,0.18867222480147514,0.1993204472471084,0.8100405504458865,0.16200811008917732
0.021136461043223198,0.024372075450342444,0.01830517909856383,0.016853710350036206,0.5155846012942384,0.1031169202588477
0.0020507583053519175,0.00666824965175152,0.0018340742398083524,0.0018309085457812208,0.4776688736158887,0.09553377472317774
0.018845137763453833,0.011205936695100047,0.026344006030199846,0.023317428841886752,0.42247377406629005,0.08449475481325801
0.02692744448278908,0.04027251982205966,0.016461737415282673,0.017066805831098063,0.4146627037223862,0.08293254074447723
0.00565240861170824,0.007019936841937775,0.02619673359501736,0.005382484914933293,1.4215860652584398,0.28431721305168794
0.019806565881564746,0.002224727532237441,0.012032520977991915,0.02115317032051126,0.8421651759620883,0.16843303519241765
0.09530569152984562,0.07865029574027511,0.035046073734770186,0.11038442187683144,0.10085206389205852,0.020170412778411702
0.21180844137897079,0.027319506845347254,0.08097920492836176,0.1443090346677849,0.09789956458946104,0.019579912917892208
0.20132834644164166,0.07670718289676216,0.07862343249070132,0.10035972130084175,0.1774328443424642,0.03548656886849284
0.004647872286286011,0.0029248954979476096,0.004714103863726591,0.003547269611922834,2.192742820480751,0.4385485640961502
0.04657022493762145,0.14821904849240056,0.19615939387426748,0.08562791237908195,0.5618101820710615,0.1123620364142123
0.11938127384976782,0.16298225558965784,0.126096094817644,0.12654109975176087,0.10864684943892618,0.021729369887785236
0.18530474385822296,0.0125879647399102,0.17466647859018286,0.1287088621342477,0.11431421973686987,0.02286284394737397
6.70492118377785e-06,2.6432960006948106e-06,0.0,9.77010397463612e-08,0.00018006969938268928,3.6013939876537853e-05
0.0011735695923537292,0.0015498029970085296,0.0016422480882424826,0.0016060207142061295,0.11108471364677105,0.022216942729354212
0.003395921124832605,0.0036516520335983286,0.0012817702691586173,0.0025825401964635767,0.14847795146875695,0.02969559029375139
2.7591210021469313e-07,0.0,0.0,2.7228382724897667e-07,0.002968116441764513,0.0005936232883529026
7.357656005725148e-07,0.0,0.0,5.67720833538359e-07,0.005503198923523282,0.0011006397847046563
7.325509587706978e-05,4.0048022037560464e-07,0.0,3.6393166399940195e-07,2.180246905030414,0.4360493810060828
5.119056508807017e-05,5.338971786190611e-08,0.0,6.711360261559195e-07,0.08449017547152224,0.01689803509430445
0.0002306285866399257,0.0005998705448429922,0.0,0.00012231186621046273,0.3649239563796082,0.07298479127592164
0.00028250558186527835,0.0001481708943701387,0.0004569124569088005,0.00018383672893427825,0.16668717977248507,0.033337435954497015
0.00016732376629265854,0.00020848818952137803,3.468612251924771e-05,7.597396705014328e-05,0.12188462262300707,0.024376924524601416
3.759941808193921e-07,9.197114574181631e-08,0.0,1.8999347972129635e-06,0.00466162665688119,0.0009323253313762381
1.839414001431287e-07,0.0,0.0,4.548636620858687e-07,4.1150599646993346e-05,8.23011992939867e-06
2.9563717210448893e-05,2.7947900203277523e-05,0.0,3.240434648655173e-05,0.009625736869740513,0.0019251473739481026
1.611857563773778e-06,0.00012571252415479844,0.0,1.2002352881884134e-05,0.023536921962049363,0.004707384392409872
8.187525277684548e-06,1.3986971725109489e-05,0.0,4.1915145571889606e-05,0.07556233121582814,0.015112466243165628
3.50044468095113e-06,2.2767589378817685e-06,0.0,6.3106955143428095e-06,0.04333172299315992,0.008666344598631984
2.5922167217591997e-05,2.458969968227443e-05,0.0,6.849687698347022e-05,0.16476021776609304,0.03295204355321861
5.013805726613159e-05,1.726044244894628e-06,0.0,1.8867553252698805e-05,0.002749049351761855,0.000549809870352371
3.899643506449512e-05,8.958156421137694e-07,0.0,3.172701826330734e-05,0.024781850344387193,0.004956370068877438
3.4444465744977964e-06,6.130914225416257e-06,0.0,5.484784514700712e-06,0.009860107324059944,0.001972021464811989
9.617325255816683e-06,8.439086458641683e-08,0.0,1.659597699725498e-05,0.010068236147552239,0.002013647229510448
5.150687896782456e-06,1.5053940155675115e-06,0.0,1.0646458827350953e-05,0.007442273526132154,0.0014884547052264308
4.460567458020216e-06,6.454645224642576e-07,0.0,5.249948342288432e-06,0.0022116505329494874,0.0004423301065898975
4.6715667449149e-06,1.3395293120430317e-06,0.0,4.91321465101742e-06,0.002783613185137802,0.0005567226370275604
2.598612206192834e-06,2.742839145837688e-06,0.0,4.403623809923725e-06,0.0027339669157539783,0.0005467933831507957
9.084959321669205e-07,1.4067499955803302e-06,0.0,2.0859959599076063e-06,0.009097255343099539,0.0018194510686199076
4.26605238128369e-06,3.037704368116584e-06,0.0,7.24460621502124e-06,0.012522273788292352,0.0025044547576584704
6.326853858566227e-05,1.5976349783563287e-05,0.0,1.5567525018402886e-05,0.015361401681418765,0.003072280336283753
2.5857085473721474e-05,4.289591788568425e-07,0.0,1.4026653110873284e-05,0.004349930639299562,0.0008699861278599124
5.506717904242578e-06,2.604202778094939e-07,0.0,4.385251120695391e-06,0.023705655616262627,0.004741131123252525
1.2221996242555924e-06,1.9633434566295454e-06,0.0,2.1323589093672502e-06,0.0023393759285617317,0.00046787518571234635
1.8247411601563804e-06,2.687522683645695e-06,0.0,2.1808364229589075e-06,0.0026247138933717562,0.0005249427786743513
1.811711544256381e-05,2.6397852526044035e-07,0.0,4.7482785934706205e-06,0.002129539088070947,0.0004259078176141894
1.0150202307142463e-06,4.281811959601319e-06,0.0,7.623576703761793e-07,0.0018095124060834075,0.0003619024812166815
3.1638721687187334e-06,9.645486884464429e-06,0.0,6.094141490210433e-06,0.0013194993496378185,0.0002638998699275637
1.273477514649087e-06,2.8351395857014966e-08,0.0,1.6972552094247654e-07,0.004478405714429805,0.0008956811428859609
2.634581544307418e-06,8.031799881924492e-09,0.0,1.4058684840035541e-06,7.507236375714141e-05,1.5014472751428281e-05
9.81113638784996e-07,5.173820244302226e-09,0.0,7.723781504718871e-07,0.00041487135622335136,8.297427124467027e-05
