id,cInstr
values_27,95
values_84,53
values_65,220
values_96,139
values_28,585
values_54,115
values_15,364
values_87,17
values_59,29
values_5,92
values_92,639
values_0,320
values_77,444
values_17,253
values_12,223
values_33,42
values_25,801
values_19,43
values_97,255
values_81,219
values_8,325
values_73,117
values_89,75
values_82,490
values_34,18
values_70,17
values_29,142
values_51,368
values_57,585
values_88,404
values_23,444
values_45,494
values_66,40
values_36,490
values_56,94
values_26,320
values_43,327
values_52,400
values_98,401
values_61,687
values_44,168
values_68,28
values_41,57
values_85,91
values_79,250
values_71,793
values_63,450
values_20,284
values_74,255
values_72,290
values_86,164
values_75,321
values_55,225
values_14,449
values_47,530
values_91,585
values_64,537
values_11,40
values_49,18
values_62,18
values_80,140
values_39,189
values_90,363
values_53,325
values_94,542
values_7,324
values_31,410
values_93,755
values_38,163
values_58,326
values_78,75
values_50,253
values_3,116
values_13,17
values_83,95
values_1,42
values_21,253
values_32,396
values_22,582
values_9,55
values_6,367
values_76,288
values_18,199
values_16,192
values_40,191
values_2,292
values_60,451
values_99,190
values_48,116
values_69,56
values_46,399
values_24,18
values_95,57
values_42,253
values_37,59
values_10,585
values_67,96
values_35,74
values_30,116
values_4,259
