id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,69,,95,0.726
values_84,39,,53,0.736
values_65,179,,220,0.814
values_96,107,,139,0.770
values_28,503,,585,0.860
values_54,87,,115,0.757
values_15,303,,364,0.832
values_87,9,,17,0.529
values_59,17,,29,0.586
values_5,69,,92,0.750
values_92,549,,639,0.859
values_0,269,,320,0.841
values_77,377,,444,0.849
values_17,207,,253,0.818
values_12,179,,223,0.803
values_33,27,,42,0.643
values_25,699,,801,0.873
values_19,27,,43,0.628
values_97,207,,255,0.812
values_81,179,,219,0.817
values_8,269,,325,0.828
values_73,87,,117,0.744
values_89,53,,75,0.707
values_82,417,,490,0.851
values_34,9,,18,0.500
values_70,9,,17,0.529
values_29,107,,142,0.754
values_51,303,,368,0.823
values_57,503,,585,0.860
values_88,339,,404,0.839
values_23,377,,444,0.849
values_45,417,,494,0.844
values_66,27,,40,0.675
values_36,417,,490,0.851
values_56,69,,94,0.734
values_26,269,,320,0.841
values_43,269,,327,0.823
values_52,339,,400,0.848
values_98,339,,401,0.845
values_61,597,,687,0.869
values_44,129,,168,0.768
values_68,17,,28,0.607
values_41,39,,57,0.684
values_85,69,,91,0.758
values_79,207,,250,0.828
values_71,699,,793,0.881
values_63,377,,450,0.838
values_20,237,,284,0.835
values_74,207,,255,0.812
values_72,237,,290,0.817
values_86,129,,164,0.787
values_75,269,,321,0.838
values_55,179,,225,0.796
values_14,377,,449,0.840
values_47,459,,530,0.866
values_91,503,,585,0.860
values_64,459,,537,0.855
values_11,27,,40,0.675
values_49,9,,18,0.500
values_62,9,,18,0.500
values_80,107,,140,0.764
values_39,153,,189,0.810
values_90,303,,363,0.835
values_53,269,,325,0.828
values_94,459,,542,0.847
values_7,269,,324,0.830
values_31,339,,410,0.827
values_93,647,,755,0.857
values_38,129,,163,0.791
values_58,269,,326,0.825
values_78,53,,75,0.707
values_50,207,,253,0.818
values_3,87,,116,0.750
values_13,9,,17,0.529
values_83,69,,95,0.726
values_1,27,,42,0.643
values_21,207,,253,0.818
values_32,339,,396,0.856
values_22,503,,582,0.864
values_9,39,,55,0.709
values_6,303,,367,0.826
values_76,237,,288,0.823
values_18,153,,199,0.769
values_16,153,,192,0.797
values_40,153,,191,0.801
values_2,237,,292,0.812
values_60,377,,451,0.836
values_99,153,,190,0.805
values_48,87,,116,0.750
values_69,39,,56,0.696
values_46,339,,399,0.850
values_24,9,,18,0.500
values_95,39,,57,0.684
values_42,207,,253,0.818
values_37,39,,59,0.661
values_10,503,,585,0.860
values_67,69,,96,0.719
values_35,53,,74,0.716
values_30,87,,116,0.750
values_4,207,,259,0.799
