id,clockCycles,assemblyInstr
values_27,69,
values_84,39,
values_65,179,
values_96,107,
values_28,503,
values_54,87,
values_15,303,
values_87,9,
values_59,17,
values_5,69,
values_92,549,
values_0,269,
values_77,377,
values_17,207,
values_12,179,
values_33,27,
values_25,699,
values_19,27,
values_97,207,
values_81,179,
values_8,269,
values_73,87,
values_89,53,
values_82,417,
values_34,9,
values_70,9,
values_29,107,
values_51,303,
values_57,503,
values_88,339,
values_23,377,
values_45,417,
values_66,27,
values_36,417,
values_56,69,
values_26,269,
values_43,269,
values_52,339,
values_98,339,
values_61,597,
values_44,129,
values_68,17,
values_41,39,
values_85,69,
values_79,207,
values_71,699,
values_63,377,
values_20,237,
values_74,207,
values_72,237,
values_86,129,
values_75,269,
values_55,179,
values_14,377,
values_47,459,
values_91,503,
values_64,459,
values_11,27,
values_49,9,
values_62,9,
values_80,107,
values_39,153,
values_90,303,
values_53,269,
values_94,459,
values_7,269,
values_31,339,
values_93,647,
values_38,129,
values_58,269,
values_78,53,
values_50,207,
values_3,87,
values_13,9,
values_83,69,
values_1,27,
values_21,207,
values_32,339,
values_22,503,
values_9,39,
values_6,303,
values_76,237,
values_18,153,
values_16,153,
values_40,153,
values_2,237,
values_60,377,
values_99,153,
values_48,87,
values_69,39,
values_46,339,
values_24,9,
values_95,39,
values_42,207,
values_37,39,
values_10,503,
values_67,69,
values_35,53,
values_30,87,
values_4,207,
