id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,924,,593,1.558
values_84,24,,29,0.828
values_65,1200,,754,1.592
values_96,144,,115,1.252
values_28,264,,194,1.361
values_54,220,,162,1.358
values_15,24,,27,0.889
values_87,760,,488,1.557
values_59,24,,27,0.889
values_5,312,,225,1.387
values_92,544,,361,1.507
values_0,112,,93,1.204
values_77,264,,196,1.347
values_17,84,,76,1.105
values_12,112,,96,1.167
values_33,544,,363,1.499
values_25,760,,493,1.542
values_19,420,,283,1.484
values_97,112,,94,1.191
values_81,1300,,805,1.615
values_8,364,,252,1.444
values_73,112,,95,1.179
values_89,40,,42,0.952
values_82,480,,329,1.459
values_34,112,,95,1.179
values_70,1104,,695,1.588
values_29,760,,484,1.570
values_51,840,,538,1.561
values_57,1300,,791,1.643
values_88,24,,27,0.889
values_23,480,,322,1.491
values_45,84,,76,1.105
values_66,612,,405,1.511
values_36,144,,112,1.286
values_56,84,,74,1.135
values_26,1200,,743,1.615
values_43,40,,41,0.976
values_52,40,,41,0.976
values_98,40,,42,0.952
values_61,60,,59,1.017
values_44,1200,,738,1.626
values_68,1104,,687,1.607
values_41,612,,403,1.519
values_85,684,,449,1.523
values_79,312,,220,1.418
values_71,24,,28,0.857
values_63,760,,491,1.548
values_20,1200,,742,1.617
values_74,60,,58,1.034
values_72,840,,527,1.594
values_86,420,,286,1.469
values_75,180,,140,1.286
values_55,180,,146,1.233
values_14,1104,,688,1.605
values_47,112,,94,1.191
values_91,112,,94,1.191
values_64,84,,74,1.135
values_11,612,,407,1.504
values_49,1300,,791,1.643
values_62,760,,492,1.545
values_80,364,,261,1.395
values_39,1300,,795,1.635
values_90,24,,27,0.889
values_53,84,,72,1.167
values_94,24,,27,0.889
values_7,312,,223,1.399
values_31,1200,,743,1.615
values_93,840,,530,1.585
values_38,60,,55,1.091
values_58,840,,533,1.576
values_78,12,,17,0.706
values_50,60,,54,1.111
values_3,924,,592,1.561
values_13,112,,93,1.204
values_83,180,,140,1.286
values_1,264,,193,1.368
values_21,684,,452,1.513
values_32,1200,,743,1.615
values_22,760,,489,1.554
values_9,1200,,756,1.587
values_6,840,,534,1.573
values_76,1300,,802,1.621
values_18,1104,,692,1.595
values_16,480,,328,1.463
values_40,840,,539,1.558
values_2,12,,18,0.667
values_60,24,,29,0.828
values_99,12,,18,0.667
values_48,1012,,637,1.589
values_69,544,,367,1.482
values_46,1200,,748,1.604
values_24,60,,56,1.071
values_95,1104,,687,1.607
values_42,924,,588,1.571
values_37,544,,365,1.490
values_10,1012,,629,1.609
values_67,180,,139,1.295
values_35,12,,17,0.706
values_30,24,,29,0.828
values_4,180,,141,1.277
