inputName,size,a[size]
values_27,21,"{-9, 109, -92, -5, 88, 99, 102, 107, -46, 111, -28, -44, 94, -5, -71, -94, 66, -51, 19, 91, -25"
values_84,3,"{94, 81, -28"
values_65,24,"{-17, 9, -19, -77, -33, 33, 14, -98, -97, 75, 69, 124, -89, 92, -5, 38, -107, 89, -60, -42, -103, -39, -90, -81"
values_96,8,"{48, 120, -88, -73, -26, -118, 12, 110"
values_28,11,"{4, -69, -87, 113, -115, 31, -122, -63, 7, -34, -18"
values_54,10,"{126, -63, -19, -38, 18, -86, 10, 45, 109, -40"
values_15,3,"{-71, -32, 34"
values_87,19,"{85, -27, -78, -26, 70, -71, 2, -35, 28, -5, 50, -43, -103, -29, 78, 76, 20, 93, 28"
values_59,3,"{-76, -68, -6"
values_5,12,"{107, -55, 121, 56, -116, 43, 29, 105, 109, 26, 8, 87"
values_92,16,"{-102, -77, -116, -49, 69, 126, 121, -55, 124, -71, 93, 112, 19, -20, -17, 66"
values_0,7,"{-31, 8, 97, -102, 64, 57, 71"
values_77,11,"{76, 19, -119, -82, -116, 124, 123, -39, -110, 55, -113"
values_17,6,"{20, -8, 43, 81, -58, -103"
values_12,7,"{56, 57, 98, -59, -23, -29, -114"
values_33,16,"{-58, -59, -67, 28, -70, -114, -63, -112, 58, -39, 87, 32, 89, -108, 119, 57"
values_25,19,"{-75, -74, -56, -110, -26, 119, 89, 48, -123, -126, 103, 45, -76, 13, 39, 18, 60, 55, 1"
values_19,14,"{-73, -18, 124, -39, 43, -58, 113, 28, -39, 81, 90, -21, -55, 40"
values_97,7,"{126, -16, -77, -98, 55, 106, 57"
values_81,25,"{56, 41, 112, 115, 100, 75, 112, -26, 27, -90, -5, 79, 108, 93, -78, -124, -28, -3, 7, 8, 118, 60, -22, 30, 70"
values_8,13,"{6, 14, 65, -66, -57, 86, 105, -119, -116, 126, 22, 105, -90"
values_73,7,"{34, 100, 15, -60, -13, -122, -76"
values_89,4,"{9, -124, -3, -28"
values_82,15,"{69, -51, -25, 12, 24, -25, -56, -28, 78, -121, -90, -115, -102, 125, -53"
values_34,7,"{30, 58, -83, 92, 53, 56, -120"
values_70,23,"{-34, 65, -120, -51, 39, 121, -118, 120, 87, 77, -48, 77, -32, -105, 112, 6, 14, 4, -20, -71, -97, -28, 8"
values_29,19,"{-121, 35, -57, 92, 28, -62, -47, 12, -109, -39, 23, 5, -122, 77, 76, -104, -107, 104, 46"
values_51,20,"{105, 60, 100, 43, -45, -88, -69, 4, -75, 94, 43, -12, 109, 91, -91, 123, 121, 7, -5, 112"
values_57,25,"{14, 29, -17, -90, 40, -68, 108, 109, 1, 115, -115, 115, -49, -77, 123, -110, 15, 38, 87, -67, 25, -68, 114, -105, 59"
values_88,3,"{-81, -58, -44"
values_23,15,"{-126, -75, -72, 117, 57, -3, 82, 8, -34, 70, 28, -74, 35, 56, 36"
values_45,6,"{98, 35, -66, -93, -55, 40"
values_66,17,"{2, 94, 81, -45, -121, 80, -75, -41, 53, -6, -23, 96, 113, 78, 56, 61, -3"
values_36,8,"{-102, -107, 122, 22, 98, 116, 80, -55"
values_56,6,"{-24, 123, -126, -50, 16, -82"
values_26,24,"{-69, -21, 114, -118, -50, 98, -41, 74, 55, -109, -47, 122, -99, -89, -50, -55, -118, -118, -54, 18, 21, -4, -85, -89"
values_43,4,"{14, 83, 108, 57"
values_52,4,"{32, -77, -15, 51"
values_98,4,"{32, 120, 18, 79"
values_61,5,"{51, 70, 56, 32, -8"
values_44,24,"{-84, 48, -56, 61, -3, -114, -65, -1, 107, -26, 113, -60, -109, 43, 29, 57, -61, -35, -12, 113, -93, 121, -117, 77"
values_68,23,"{-7, -64, 0, -118, -118, -20, -94, -84, -100, 13, -18, -59, 34, -80, -99, -92, 115, 100, 29, -5, 86, -28, -15"
values_41,17,"{-35, 75, -18, 24, 54, -28, 116, -19, 12, -74, 81, 58, -115, -22, -54, -104, -26"
values_85,18,"{-42, 4, 63, 94, -110, 62, -125, -48, 89, -46, -56, 122, -60, 23, 57, -115, -111, -33"
values_79,12,"{-113, -110, -97, 52, 63, -53, 28, -14, 80, 35, -42, -116"
values_71,3,"{-66, -112, 48"
values_63,19,"{23, -125, 106, -58, -52, -7, 82, 99, -64, -87, 73, -46, -8, -62, -9, 108, 30, -25, -30"
values_20,24,"{-92, 111, 41, -101, 10, -73, 35, -30, -28, 58, -66, -87, 25, 94, -88, -29, -103, -1, -75, -62, 6, 100, -62, 24"
values_74,5,"{-1, 45, 39, -61, -6"
values_72,20,"{-91, 12, -85, 40, 69, 54, -24, -47, -103, 48, 103, 29, -10, 87, -64, 0, 50, 98, 87, 80"
values_86,14,"{-104, -55, -45, 81, -59, -93, -52, -48, -23, 98, 121, -46, 74, -20"
values_75,9,"{111, 109, -21, 43, 112, 42, -27, 120, -33"
values_55,9,"{54, 123, 36, 34, 27, -8, -13, 106, -113"
values_14,23,"{38, -93, -11, 110, 60, 73, 75, -109, 16, -2, 109, 116, -27, 42, -49, 85, 109, 111, 46, 40, 116, -3, 19"
values_47,7,"{33, 23, -17, 30, -88, -34, 58"
values_91,7,"{-31, 117, 85, 100, -3, 72, 76"
values_64,6,"{34, -73, -74, 75, 108, -58"
values_11,17,"{57, -59, -62, -92, 11, -31, 2, -16, 15, -89, -79, -55, -94, 114, -16, -3, -93"
values_49,25,"{97, -16, -109, -15, -81, -3, -98, 33, -81, 88, 96, 8, -10, -69, 3, 90, 118, 3, -58, -56, 108, -19, 114, -91, -32"
values_62,19,"{78, 85, 40, -54, 69, 13, -103, -126, 73, 123, -71, -61, 83, -78, -94, 95, 44, 104, 117"
values_80,13,"{102, 15, 112, -121, -56, -50, 75, 51, -17, -9, -20, -48, -101"
