id,clockCycles,assemblyInstr
values_27,924,
values_84,24,
values_65,1200,
values_96,144,
values_28,264,
values_54,220,
values_15,24,
values_87,760,
values_59,24,
values_5,312,
values_92,544,
values_0,112,
values_77,264,
values_17,84,
values_12,112,
values_33,544,
values_25,760,
values_19,420,
values_97,112,
values_81,1300,
values_8,364,
values_73,112,
values_89,40,
values_82,480,
values_34,112,
values_70,1104,
values_29,760,
values_51,840,
values_57,1300,
values_88,24,
values_23,480,
values_45,84,
values_66,612,
values_36,144,
values_56,84,
values_26,1200,
values_43,40,
values_52,40,
values_98,40,
values_61,60,
values_44,1200,
values_68,1104,
values_41,612,
values_85,684,
values_79,312,
values_71,24,
values_63,760,
values_20,1200,
values_74,60,
values_72,840,
values_86,420,
values_75,180,
values_55,180,
values_14,1104,
values_47,112,
values_91,112,
values_64,84,
values_11,612,
values_49,1300,
values_62,760,
values_80,364,
values_39,1300,
values_90,24,
values_53,84,
values_94,24,
values_7,312,
values_31,1200,
values_93,840,
values_38,60,
values_58,840,
values_78,12,
values_50,60,
values_3,924,
values_13,112,
values_83,180,
values_1,264,
values_21,684,
values_32,1200,
values_22,760,
values_9,1200,
values_6,840,
values_76,1300,
values_18,1104,
values_16,480,
values_40,840,
values_2,12,
values_60,24,
values_99,12,
values_48,1012,
values_69,544,
values_46,1200,
values_24,60,
values_95,1104,
values_42,924,
values_37,544,
values_10,1012,
values_67,180,
values_35,12,
values_30,24,
values_4,180,
