id,cInstr
values_27,16
values_84,16
values_65,52
values_96,34
values_28,16
values_54,52
values_15,34
values_87,16
values_59,16
values_5,16
values_92,16
values_0,52
values_77,43
values_17,16
values_12,43
values_33,16
values_25,34
values_19,61
values_97,16
values_81,16
values_8,43
values_73,16
values_89,43
values_82,16
values_34,16
values_70,52
values_29,34
values_51,16
values_57,34
values_88,61
values_23,43
values_45,43
values_66,16
values_36,16
values_56,16
values_26,16
values_43,16
values_52,43
values_98,25
values_61,43
values_44,16
values_68,25
values_41,16
values_85,52
values_79,13
values_71,16
values_63,16
values_20,16
values_74,16
values_72,16
values_86,43
values_75,16
values_55,16
values_14,16
values_47,16
values_91,16
values_64,52
values_11,16
values_49,16
values_62,16
values_80,34
values_39,16
values_90,16
values_53,16
values_94,16
values_7,16
values_31,52
values_93,16
values_38,25
values_58,16
values_78,52
values_50,43
values_3,16
values_13,52
values_83,13
values_1,52
values_21,16
values_32,34
values_22,43
values_9,16
values_6,61
values_76,43
values_18,52
values_16,16
values_40,52
values_2,52
values_60,43
values_99,43
values_48,52
values_69,16
values_46,16
values_24,52
values_95,43
values_42,34
values_37,16
values_10,16
values_67,16
values_35,16
values_30,43
values_4,16
