inputName,n
values_27,-69
values_84,-105
values_65,103
values_96,28
values_28,-26
values_54,103
values_15,44
values_87,-76
values_59,-74
values_5,-117
values_92,-56
values_0,103
values_77,77
values_17,-26
values_12,54
values_33,-71
values_25,48
values_19,121
values_97,-19
values_81,-62
values_8,73
values_73,-108
values_89,74
values_82,-108
values_34,-24
values_70,120
values_29,41
values_51,-81
values_57,41
values_88,124
values_23,56
values_45,65
values_66,-43
values_36,-63
values_56,4
values_26,-31
values_43,-74
values_52,60
values_98,24
values_61,50
values_44,-19
values_68,9
values_41,-17
values_85,88
values_79,1
values_71,-78
values_63,-48
values_20,-77
values_74,-49
values_72,-103
values_86,77
values_75,6
values_55,-101
values_14,-44
values_47,-6
values_91,-37
values_64,102
values_11,-113
values_49,-75
values_62,-39
values_80,26
values_39,-64
values_90,-101
values_53,-118
values_94,-25
values_7,-89
values_31,91
values_93,-26
values_38,16
values_58,-44
values_78,85
values_50,70
values_3,-17
values_13,110
values_83,-1
values_1,81
values_21,-82
values_32,43
values_22,71
values_9,-53
values_6,125
values_76,71
values_18,103
values_16,-33
values_40,86
values_2,85
values_60,61
values_99,67
values_48,82
values_69,-44
values_46,-51
values_24,89
values_95,74
values_42,43
values_37,-29
values_10,-57
values_67,-33
values_35,-86
values_30,49
values_4,-116
