id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,2142,,1285,1.667
values_84,74728,,39887,1.873
values_65,3189,,1873,1.703
values_96,10745,,6033,1.781
values_28,107955,,57337,1.883
values_54,35939,,19473,1.846
values_15,95882,,50961,1.881
values_87,57032,,30639,1.861
values_59,65551,,35129,1.866
values_5,134675,,71259,1.890
values_92,57262,,30869,1.855
values_0,2169,,1312,1.653
values_77,20858,,11457,1.821
values_17,57031,,30638,1.861
values_12,49304,,26568,1.856
values_33,85111,,45443,1.873
values_25,84953,,45285,1.876
values_19,57048,,30655,1.861
values_97,49198,,26462,1.859
values_81,120742,,63965,1.888
values_8,49481,,26745,1.850
values_73,13688,,7647,1.790
values_89,120823,,64046,1.887
values_82,350,,286,1.224
values_34,2142,,1285,1.667
values_70,678,,522,1.299
values_29,2151,,1294,1.662
values_51,10715,,6003,1.785
values_57,2159,,1302,1.658
values_88,17002,,9404,1.808
values_23,30281,,16464,1.839
values_45,1347,,829,1.625
values_66,134794,,71378,1.888
values_36,16985,,9387,1.809
values_56,30389,,16572,1.834
values_26,1371,,853,1.607
values_43,2153,,1296,1.661
values_52,4564,,2651,1.722
values_98,13624,,7583,1.797
values_61,35892,,19426,1.848
values_44,65472,,35050,1.868
values_68,4547,,2634,1.726
values_41,13640,,7599,1.795
values_85,346,,282,1.227
values_79,8248,,4655,1.772
values_71,1367,,849,1.610
values_63,120831,,64054,1.886
values_20,95962,,51041,1.880
values_74,8271,,4678,1.768
values_72,16940,,9342,1.813
values_86,2169,,1312,1.653
values_75,36014,,19548,1.842
values_55,1352,,834,1.621
values_14,151,,137,1.102
values_47,49374,,26638,1.854
values_91,57040,,30647,1.861
values_64,4566,,2653,1.721
values_11,56926,,30533,1.864
values_49,16980,,9382,1.810
values_62,65482,,35060,1.868
values_80,17025,,9427,1.806
values_39,49166,,26430,1.860
values_90,155,,141,1.099
values_53,6216,,3550,1.751
values_94,42378,,22945,1.847
values_7,151,,137,1.102
values_31,120656,,63879,1.889
values_93,49195,,26459,1.859
values_38,25272,,13804,1.831
values_58,74813,,39972,1.872
values_78,8301,,4708,1.763
values_50,1365,,847,1.612
values_3,30381,,16564,1.834
values_13,49262,,26526,1.857
values_83,57045,,30652,1.861
values_1,120844,,64067,1.886
values_21,35960,,19494,1.845
values_32,4547,,2634,1.726
values_22,4540,,2627,1.728
values_9,49232,,26496,1.858
values_6,107933,,57315,1.883
values_76,107968,,57350,1.883
values_18,6244,,3578,1.745
values_16,13646,,7605,1.794
values_40,74708,,39867,1.874
values_2,6195,,3529,1.755
values_60,134767,,71351,1.889
values_99,8300,,4707,1.763
values_48,6239,,3573,1.746
values_69,10738,,6026,1.782
values_46,96007,,51086,1.879
values_24,16991,,9393,1.809
values_95,49204,,26468,1.859
values_42,25276,,13808,1.831
values_37,30320,,16503,1.837
values_10,4544,,2631,1.727
values_67,50,,56,0.893
values_35,50,,56,0.893
values_30,49348,,26612,1.854
values_4,352,,288,1.222
